observation_id,norad_id,station_id,start_utc,t_rel_s,t_abs_utc,f_obs_hz,f_geo_fit_hz,residual_hz,source_physical_csv,source_residual_file
8535896,42803,3299,2023-11-17T21:15:22Z,49.194647,2023-11-17T21:16:11.194647Z,1623211755.884000,1623211575.897000,179.987000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,49.941364,2023-11-17T21:16:11.941364Z,1623211685.484000,1623211498.821000,186.663000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,50.696837,2023-11-17T21:16:12.696837Z,1623211592.010000,1623211411.791000,180.219000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,52.134387,2023-11-17T21:16:14.134387Z,1623211421.754000,1623211246.491000,175.263000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,53.743184,2023-11-17T21:16:15.743184Z,1623211245.431000,1623211070.148000,175.283000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,55.352112,2023-11-17T21:16:17.352112Z,1623211069.226000,1623210882.550000,186.676000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,56.949506,2023-11-17T21:16:18.949506Z,1623210880.149000,1623210703.451000,176.698000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,58.546192,2023-11-17T21:16:20.546192Z,1623210690.312000,1623210512.951000,177.361000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,60.154753,2023-11-17T21:16:22.154753Z,1623210513.699000,1623210320.956000,192.743000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
8535896,42803,3299,2023-11-17T21:15:22Z,61.738963,2023-11-17T21:16:23.738963Z,1623210309.921000,1623210137.698000,172.223000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8535896\residuals_rffit.dat
