reference_epoch,tai_epoch_raw,ut1_epoch_raw,x,y,z,vx,vy,vz,position_unit,velocity_unit,absolute_orbit,quality,reference_frame_raw,time_scale_raw,source_product,reference_type,reference_quality
2026-06-27T22:59:42Z,TAI=2026-06-27T23:00:19.000000,UT1=2026-06-27T22:59:42.012630,-2085240.861459,6368601.834486,2265174.69071,792.455616,2771.290209,-7029.667183,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T22:59:52Z,TAI=2026-06-27T23:00:29.000000,UT1=2026-06-27T22:59:52.012630,-2077179.500535,6395951.251093,2194751.378753,819.783803,2698.535385,-7054.862625,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:02Z,TAI=2026-06-27T23:00:39.000000,UT1=2026-06-27T23:00:02.012630,-2068845.846607,6422571.401414,2124080.095519,846.91362,2625.438377,-7079.26097,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:12Z,TAI=2026-06-27T23:00:49.000000,UT1=2026-06-27T23:00:12.012630,-2060241.901211,6448458.906402,2053168.825956,873.841507,2552.00775,-7102.859439,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:22Z,TAI=2026-06-27T23:00:59.000000,UT1=2026-06-27T23:00:22.012630,-2051369.701299,6473610.472896,1982025.582336,900.563941,2478.252114,-7125.655344,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:32Z,TAI=2026-06-27T23:01:09.000000,UT1=2026-06-27T23:00:32.012630,-2042231.318874,6498022.894046,1910658.403324,927.077432,2404.180124,-7147.646093,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:42Z,TAI=2026-06-27T23:01:19.000000,UT1=2026-06-27T23:00:42.012630,-2032828.860638,6521693.049746,1839075.353061,953.378531,2329.800474,-7168.829185,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:00:52Z,TAI=2026-06-27T23:01:29.000000,UT1=2026-06-27T23:00:52.012630,-2023164.467623,6544617.907048,1767284.520228,979.463821,2255.121902,-7189.202211,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:02Z,TAI=2026-06-27T23:01:39.000000,UT1=2026-06-27T23:01:02.012630,-2013240.314831,6566794.52058,1695294.017122,1005.329925,2180.153186,-7208.76286,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:12Z,TAI=2026-06-27T23:01:49.000000,UT1=2026-06-27T23:01:12.012630,-2003058.610851,6588220.032936,1623111.978709,1030.973504,2104.903142,-7227.50891,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:22Z,TAI=2026-06-27T23:01:59.000000,UT1=2026-06-27T23:01:22.012630,-1992621.597487,6608891.67508,1550746.561675,1056.391255,2029.380625,-7245.438238,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:32Z,TAI=2026-06-27T23:02:09.000000,UT1=2026-06-27T23:01:32.012630,-1981931.549368,6628806.766712,1478205.943477,1081.579915,1953.594525,-7262.548815,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:42Z,TAI=2026-06-27T23:02:19.000000,UT1=2026-06-27T23:01:42.012630,-1970990.773554,6647962.716626,1405498.321385,1106.536261,1877.553771,-7278.838705,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:01:52Z,TAI=2026-06-27T23:02:29.000000,UT1=2026-06-27T23:01:52.012630,-1959801.609141,6666357.02305,1332631.91152,1131.257109,1801.267321,-7294.306072,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:02Z,TAI=2026-06-27T23:02:39.000000,UT1=2026-06-27T23:02:02.012630,-1948366.426866,6683987.273984,1259614.947902,1155.739313,1724.744169,-7308.949172,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:12Z,TAI=2026-06-27T23:02:49.000000,UT1=2026-06-27T23:02:12.012630,-1936687.628708,6700851.147501,1186455.681504,1179.97977,1647.993341,-7322.766359,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:22Z,TAI=2026-06-27T23:02:59.000000,UT1=2026-06-27T23:02:22.012630,-1924767.647484,6716946.412069,1113162.37929,1203.975416,1571.023891,-7335.756081,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:32Z,TAI=2026-06-27T23:03:09.000000,UT1=2026-06-27T23:02:32.012630,-1912608.946444,6732270.926851,1039743.32326,1227.72323,1493.844903,-7347.916884,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:42Z,TAI=2026-06-27T23:03:19.000000,UT1=2026-06-27T23:02:42.012630,-1900214.018864,6746822.642004,966206.809498,1251.220229,1416.465491,-7359.247409,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:02:52Z,TAI=2026-06-27T23:03:29.000000,UT1=2026-06-27T23:02:52.012630,-1887585.387625,6760599.598953,892561.147201,1274.463476,1338.894794,-7369.746391,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:02Z,TAI=2026-06-27T23:03:39.000000,UT1=2026-06-27T23:03:02.012630,-1874725.604789,6773599.930677,818814.657717,1297.450072,1261.14198,-7379.412665,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:12Z,TAI=2026-06-27T23:03:49.000000,UT1=2026-06-27T23:03:12.012630,-1861637.251175,6785821.861958,744975.673571,1320.177164,1183.216239,-7388.245161,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:22Z,TAI=2026-06-27T23:03:59.000000,UT1=2026-06-27T23:03:22.012631,-1848322.935932,6797263.709625,671052.537498,1342.641938,1105.126789,-7396.242903,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:32Z,TAI=2026-06-27T23:04:09.000000,UT1=2026-06-27T23:03:32.012631,-1834785.296098,6807923.882789,597053.601464,1364.841626,1026.882869,-7403.405017,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:42Z,TAI=2026-06-27T23:04:19.000000,UT1=2026-06-27T23:03:42.012631,-1821026.99618,6817800.883057,522987.225705,1386.773503,948.493741,-7409.730723,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:03:52Z,TAI=2026-06-27T23:04:29.000000,UT1=2026-06-27T23:03:52.012631,-1807050.727713,6826893.304723,448861.777761,1408.434888,869.968689,-7415.21934,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:02Z,TAI=2026-06-27T23:04:39.000000,UT1=2026-06-27T23:04:02.012631,-1792859.208825,6835199.834992,374685.6315,1429.823143,791.317014,-7419.870283,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:12Z,TAI=2026-06-27T23:04:49.000000,UT1=2026-06-27T23:04:12.012631,-1778455.183811,6842719.254188,300467.166171,1450.935677,712.548039,-7423.683068,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:22Z,TAI=2026-06-27T23:04:59.000000,UT1=2026-06-27T23:04:22.012631,-1763841.422676,6849450.435951,226214.765419,1471.769942,633.671103,-7426.657307,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:32Z,TAI=2026-06-27T23:05:09.000000,UT1=2026-06-27T23:04:32.012631,-1749020.720678,6855392.347412,151936.816282,1492.323439,554.69556,-7428.792713,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:42Z,TAI=2026-06-27T23:05:19.000000,UT1=2026-06-27T23:04:42.012631,-1733995.897849,6860544.049395,77641.708172,1512.593711,475.630781,-7430.089094,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:04:52Z,TAI=2026-06-27T23:05:29.000000,UT1=2026-06-27T23:04:52.012631,-1718769.798535,6864904.696521,3337.831894,1532.57835,396.486149,-7430.546358,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:02Z,TAI=2026-06-27T23:05:39.000000,UT1=2026-06-27T23:05:02.012631,-1703345.290903,6868473.537293,-70966.42137,1552.274994,317.271061,-7430.164514,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:12Z,TAI=2026-06-27T23:05:49.000000,UT1=2026-06-27T23:05:12.012631,-1687725.266481,6871249.914196,-145262.661042,1571.681329,237.994923,-7428.943668,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:22Z,TAI=2026-06-27T23:05:59.000000,UT1=2026-06-27T23:05:22.012631,-1671912.639697,6873233.263809,-219542.498112,1590.795086,158.667153,-7426.884024,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:32Z,TAI=2026-06-27T23:06:09.000000,UT1=2026-06-27T23:05:32.012631,-1655910.347439,6874423.116881,-293797.546063,1609.614048,79.297178,-7423.985887,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:42Z,TAI=2026-06-27T23:06:19.000000,UT1=2026-06-27T23:05:42.012631,-1639721.348552,6874819.09843,-368019.421907,1628.136044,-0.10557,-7420.249664,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:05:52Z,TAI=2026-06-27T23:06:29.000000,UT1=2026-06-27T23:05:52.012631,-1623348.623362,6874420.927877,-442199.747179,1646.358953,-79.531654,-7415.675858,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:02Z,TAI=2026-06-27T23:06:39.000000,UT1=2026-06-27T23:06:02.012631,-1606795.17317,6873228.419079,-516330.14895,1664.280704,-158.971632,-7410.265075,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:12Z,TAI=2026-06-27T23:06:49.000000,UT1=2026-06-27T23:06:12.012631,-1590064.019743,6871241.480325,-590402.26084,1681.899275,-238.416065,-7404.018019,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:22Z,TAI=2026-06-27T23:06:59.000000,UT1=2026-06-27T23:06:22.012631,-1573158.20478,6868460.114311,-664407.724061,1699.212694,-317.855511,-7396.935492,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:32Z,TAI=2026-06-27T23:07:09.000000,UT1=2026-06-27T23:06:32.012631,-1556080.789438,6864884.418122,-738338.188361,1716.219038,-397.280534,-7389.018395,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:42Z,TAI=2026-06-27T23:07:19.000000,UT1=2026-06-27T23:06:42.012631,-1538834.853852,6860514.583155,-812185.312966,1732.916434,-476.681702,-7380.267726,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:06:52Z,TAI=2026-06-27T23:07:29.000000,UT1=2026-06-27T23:06:52.012631,-1521423.496642,6855350.895086,-885940.767548,1749.30306,-556.049587,-7370.684579,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:02Z,TAI=2026-06-27T23:07:39.000000,UT1=2026-06-27T23:07:02.012632,-1503849.834431,6849393.733836,-959596.23318,1765.377139,-635.374767,-7360.270141,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:12Z,TAI=2026-06-27T23:07:49.000000,UT1=2026-06-27T23:07:12.012632,-1486117.001358,6842643.573541,-1033143.403277,1781.136947,-714.647826,-7349.025694,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:22Z,TAI=2026-06-27T23:07:59.000000,UT1=2026-06-27T23:07:22.012632,-1468228.148578,6835100.982475,-1106573.984551,1796.580807,-793.859354,-7336.952616,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:32Z,TAI=2026-06-27T23:08:09.000000,UT1=2026-06-27T23:07:32.012632,-1450186.443743,6826766.622972,-1179879.697976,1811.707093,-872.99995,-7324.052379,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:42Z,TAI=2026-06-27T23:08:19.000000,UT1=2026-06-27T23:07:42.012632,-1431995.070513,6817641.251353,-1253052.279725,1826.514228,-952.060216,-7310.326548,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:07:52Z,TAI=2026-06-27T23:08:29.000000,UT1=2026-06-27T23:07:52.012632,-1413657.228052,6807725.717842,-1326083.482112,1841.000688,-1031.030766,-7295.776787,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:02Z,TAI=2026-06-27T23:08:39.000000,UT1=2026-06-27T23:08:02.012632,-1395176.13053,6797020.966467,-1398965.074528,1855.164997,-1109.902226,-7280.404852,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:12Z,TAI=2026-06-27T23:08:49.000000,UT1=2026-06-27T23:08:12.012632,-1376555.006614,6785528.034945,-1471688.844402,1869.005732,-1188.665232,-7264.212595,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:22Z,TAI=2026-06-27T23:08:59.000000,UT1=2026-06-27T23:08:22.012632,-1357797.098946,6773248.054578,-1544246.598171,1882.521522,-1267.310435,-7247.201965,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:32Z,TAI=2026-06-27T23:09:09.000000,UT1=2026-06-27T23:08:32.012632,-1338905.663638,6760182.250089,-1616630.162216,1895.711045,-1345.828502,-7229.375001,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:42Z,TAI=2026-06-27T23:09:19.000000,UT1=2026-06-27T23:08:42.012632,-1319883.969754,6746331.939459,-1688831.3838,1908.573032,-1424.210115,-7210.733838,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:08:52Z,TAI=2026-06-27T23:09:29.000000,UT1=2026-06-27T23:08:52.012632,-1300735.298787,6731698.533732,-1760842.132004,1921.106264,-1502.445975,-7191.280704,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:02Z,TAI=2026-06-27T23:09:39.000000,UT1=2026-06-27T23:09:02.012632,-1281462.944154,6716283.536849,-1832654.298649,1933.309574,-1580.526803,-7171.017918,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:12Z,TAI=2026-06-27T23:09:49.000000,UT1=2026-06-27T23:09:12.012632,-1262070.210696,6700088.545452,-1904259.799195,1945.181847,-1658.443337,-7149.947892,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:22Z,TAI=2026-06-27T23:09:59.000000,UT1=2026-06-27T23:09:22.012632,-1242560.414158,6683115.248681,-1975650.573674,1956.722017,-1736.186339,-7128.073129,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:32Z,TAI=2026-06-27T23:10:09.000000,UT1=2026-06-27T23:09:32.012632,-1222936.880669,6665365.427963,-2046818.587595,1967.929072,-1813.746591,-7105.396222,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:42Z,TAI=2026-06-27T23:10:19.000000,UT1=2026-06-27T23:09:42.012632,-1203202.94623,6646840.956792,-2117755.832865,1978.802051,-1891.114899,-7081.919854,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:09:52Z,TAI=2026-06-27T23:10:29.000000,UT1=2026-06-27T23:09:52.012632,-1183361.956197,6627543.800494,-2188454.328682,1989.340044,-1968.282092,-7057.6468,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:10:02Z,TAI=2026-06-27T23:10:39.000000,UT1=2026-06-27T23:10:02.012632,-1163417.264762,6607476.015972,-2258906.122425,1999.542192,-2045.239022,-7032.579924,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:10:12Z,TAI=2026-06-27T23:10:49.000000,UT1=2026-06-27T23:10:12.012632,-1143372.234439,6586639.751465,-2329103.290557,2009.40769,-2121.97657,-7006.722177,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
2026-06-27T23:10:22Z,TAI=2026-06-27T23:10:59.000000,UT1=2026-06-27T23:10:22.012632,-1123230.235549,6565037.246293,-2399037.939515,2018.935783,-2198.485641,-6980.076603,m,m/s,+65161,NOMINAL,EARTH_FIXED,UTC,S1A_OPER_AUX_POEORB_OPOD_20260718T070712_V20260627T225942_20260629T005942.EOF,independent_precise_reference_orbit,Sentinel-1A AUX_POEORB NOMINAL
