NORAD_CAT_ID,OBJECT_NAME,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,TLE_LINE1,TLE_LINE2
48458,STARLINK-2698,2026-03-16T13:28:57.143136,15.30184074,0.00010820,53.1581,146.8767,112.4914,247.6202,1 48458U 21040AG  26075.56177249 -.00004604  00000-0 -14349-3 0  9997,2 48458  53.1581 146.8767 0001082 112.4914 247.6202 15.30184074268446
48458,STARLINK-2698,2026-03-17T09:51:39.640608,15.30191335,0.00010921,53.1578,142.9330,99.1910,260.9215,1 48458U 21040AG  26076.41087547  .00007315  00000-0  25891-3 0  9997,2 48458  53.1578 142.9330 0001092  99.1910 260.9215 15.30191335268577
48458,STARLINK-2698,2026-03-17T20:50:01.766400,15.30202246,0.00010854,53.1575,140.8093,99.1089,261.0035,1 48458U 21040AG  26076.86807600  .00007999  00000-0  28189-3 0  9997,2 48458  53.1575 140.8093 0001085  99.1089 261.0035 15.30202246268640
48458,STARLINK-2698,2026-03-17T20:50:01.766400,15.30202246,0.00010850,53.1575,140.8093,99.1089,261.0035,1 48458U 21040AG  26076.86807600  .00007999  00000-0  28189-3 0  9997,2 48458  53.1575 140.8093 0001085  99.1089 261.0035 15.30202246268640
48458,STARLINK-2698,2026-03-18T10:56:29.247648,15.30237579,0.00009260,53.1565,138.0769,81.7956,278.3150,1 48458U 21040AG  26077.45589407  .00019218  00000-0  65855-3 0  9993,2 48458  53.1565 138.0769 0000926  81.7956 278.3150 15.30237579268737
48458,STARLINK-2698,2026-03-18T14:04:35.283072,15.30243024,0.00009340,53.1566,137.4703,83.2801,276.8306,1 48458U 21040AG  26077.58651948  .00019452  00000-0  66628-3 0  9996,2 48458  53.1566 137.4703 0000934  83.2801 276.8306 15.30243024268754
48458,STARLINK-2698,2026-03-18T14:04:35.283936,15.30243024,0.00009344,53.1566,137.4704,83.2801,276.8306,1 48458U 21040AG  26077.58651949  .00019452  00000-0  66628-3 0  9997,2 48458  53.1566 137.4704 0000934  83.2801 276.8306 15.30243024268755
48458,STARLINK-2698,2026-03-19T07:19:09.950592,15.30219799,0.00016816,53.1558,134.1282,106.4955,253.6231,1 48458U 21040AG  26078.30497628  .00003539  00000-0  13148-3 0  9998,2 48458  53.1558 134.1282 0001682 106.4955 253.6231 15.30219799268864
48458,STARLINK-2698,2026-03-19T13:35:22.876800,15.30208402,0.00009760,53.1585,132.9205,93.5148,266.5965,1 48458U 21040AG  26078.56623700  .00000088  00000-0  15089-4 0  9991,2 48458  53.1585 132.9205 0000976  93.5148 266.5965 15.30208402268901
48458,STARLINK-2698,2026-03-19T13:35:22.877664,15.30208402,0.00009764,53.1585,132.9205,93.5148,266.5965,1 48458U 21040AG  26078.56623701  .00000088  00000-0  15089-4 0  9992,2 48458  53.1585 132.9205 0000976  93.5148 266.5965 15.30208402268901
58380,STARLINK-30915,2026-03-01T02:47:05.194176,15.30305262,0.00009459,53.1572,311.1631,87.0238,273.0871,1 58380U 23178G   26060.11603234  .00007476  00000-0  26344-3 0  9995,2 58380  53.1572 311.1631 0000946  87.0238 273.0871 15.30305262129807
58380,STARLINK-30915,2026-03-01T02:47:05.194176,15.30305262,0.00009460,53.1572,311.1631,87.0238,273.0871,1 58380U 23178G   26060.11603234  .00007476  00000-0  26344-3 0  9995,2 58380  53.1572 311.1631 0000946  87.0238 273.0871 15.30305262129807
58380,STARLINK-30915,2026-03-01T20:01:34.808160,15.30328606,0.00009200,53.1568,307.8255,90.2403,269.8703,1 58380U 23178G   26060.83443065  .00008977  00000-0  31360-3 0  9999,2 58380  53.1568 307.8255 0000920  90.2403 269.8703 15.30328606129914
58380,STARLINK-30915,2026-03-01T23:09:40.053888,15.30338424,0.00008880,53.1567,307.2186,88.1848,271.9254,1 58380U 23178G   26060.96504692  .00011422  00000-0  39549-3 0  9993,2 58380  53.1567 307.2186 0000888  88.1848 271.9254 15.30338424129938
58380,STARLINK-30915,2026-03-01T23:09:40.054752,15.30338424,0.00008880,53.1567,307.2186,88.1848,271.9254,1 58380U 23178G   26060.96504693  .00011422  00000-0  39549-3 0  9994,2 58380  53.1567 307.2186 0000888  88.1848 271.9254 15.30338424129938
58380,STARLINK-30915,2026-03-02T19:32:13.617600,15.30367808,0.00008830,53.1567,303.2738,88.0793,272.0309,1 58380U 23178G   26061.81404650  .00013529  00000-0  46567-3 0  9999,2 58380  53.1567 303.2738 0000883  88.0793 272.0309 15.30367808130067
58380,STARLINK-30915,2026-03-02T22:40:18.643008,15.30374179,0.00008406,53.1565,302.6671,86.9022,273.2075,1 58380U 23178G   26061.94466022  .00014797  00000-0  50801-3 0  9998,2 58380  53.1565 302.6671 0000841  86.9022 273.2075 15.30374179130084
58380,STARLINK-30915,2026-03-02T22:40:18.643008,15.30374179,0.00008410,53.1565,302.6671,86.9022,273.2075,1 58380U 23178G   26061.94466022  .00014797  00000-0  50801-3 0  9998,2 58380  53.1565 302.6671 0000841  86.9022 273.2075 15.30374179130084
58380,STARLINK-30915,2026-03-03T15:54:45.929376,15.30397301,0.00008522,53.1566,299.3281,81.5527,278.5570,1 58380U 23178G   26062.66303159  .00016112  00000-0  55158-3 0  9992,2 58380  53.1566 299.3281 0000852  81.5527 278.5570 15.30397301130199
58380,STARLINK-30915,2026-03-03T15:54:45.929376,15.30397300,0.00008520,53.1566,299.3281,81.5527,278.5570,1 58380U 23178G   26062.66303159  .00016112  00000-0  55158-3 0  9992,2 58380  53.1566 299.3281 0000852  81.5527 278.5570 15.30397300130198
58380,STARLINK-30915,2026-03-03T19:02:50.745696,15.30403879,0.00008543,53.1567,298.7224,85.4306,274.6792,1 58380U 23178G   26062.79364289  .00017555  00000-0  59967-3 0  9991,2 58380  53.1567 298.7224 0000854  85.4306 274.6792 15.30403879130214
58380,STARLINK-30915,2026-03-04T01:19:00.310944,15.30414770,0.00008480,53.1567,297.5083,83.7354,276.3744,1 58380U 23178G   26063.05486471  .00019142  00000-0  65241-3 0  9995,2 58380  53.1567 297.5083 0000848  83.7354 276.3744 15.30414770130253
58380,STARLINK-30915,2026-03-04T01:19:00.311808,15.30414770,0.00008483,53.1567,297.5083,83.7354,276.3744,1 58380U 23178G   26063.05486472  .00019142  00000-0  65241-3 0  9996,2 58380  53.1567 297.5083 0000848  83.7354 276.3744 15.30414770130253
58380,STARLINK-30915,2026-03-05T00:49:34.650048,15.30454158,0.00008518,53.1568,292.9565,79.6204,280.4893,1 58380U 23178G   26064.03442882  .00018096  00000-0  61675-3 0  9996,2 58380  53.1568 292.9565 0000852  79.6204 280.4893 15.30454158130403
58380,STARLINK-30915,2026-03-05T00:49:34.650048,15.30454158,0.00008520,53.1568,292.9565,79.6204,280.4893,1 58380U 23178G   26064.03442882  .00018096  00000-0  61675-3 0  9996,2 58380  53.1568 292.9565 0000852  79.6204 280.4893 15.30454158130403
58380,STARLINK-30915,2026-03-05T08:39:45.507168,15.30469592,0.00007917,53.1568,291.4382,98.1498,261.9593,1 58380U 23178G   26064.36094337  .00019211  00000-0  65363-3 0  9998,2 58380  53.1568 291.4382 0000792  98.1498 261.9593 15.30469592130452
58380,STARLINK-30915,2026-03-05T08:39:45.507168,15.30469592,0.00007920,53.1568,291.4382,98.1498,261.9593,1 58380U 23178G   26064.36094337  .00019211  00000-0  65363-3 0  9998,2 58380  53.1568 291.4382 0000792  98.1498 261.9593 15.30469592130452
58380,STARLINK-30915,2026-03-05T21:12:02.429280,15.30491650,0.00007641,53.1572,289.0105,86.7470,273.3618,1 58380U 23178G   26064.88336145  .00018329  00000-0  62383-3 0  9999,2 58380  53.1572 289.0105 0000764  86.7470 273.3618 15.30491650130539
58380,STARLINK-30915,2026-03-06T00:20:06.544896,15.30497139,0.00007268,53.1569,288.4031,91.0084,269.1001,1 58380U 23178G   26065.01396464  .00018188  00000-0  61902-3 0  9994,2 58380  53.1569 288.4031 0000727  91.0084 269.1001 15.30497139130554
58380,STARLINK-30915,2026-03-06T23:50:36.554496,15.30530868,0.00006673,53.1587,283.8500,83.0080,277.0997,1 58380U 23178G   26065.99347864  .00016544  00000-0  56368-3 0  9995,2 58380  53.1587 283.8500 0000667  83.0080 277.0997 15.30530868130700
58380,STARLINK-30915,2026-03-06T23:50:36.554496,15.30530868,0.00006670,53.1587,283.8500,83.0080,277.0997,1 58380U 23178G   26065.99347864  .00016544  00000-0  56368-3 0  9995,2 58380  53.1587 283.8500 0000667  83.0080 277.0997 15.30530868130700
58380,STARLINK-30915,2026-03-07T23:21:04.455072,15.30575283,0.00006965,53.1589,279.2973,76.8855,283.2224,1 58380U 23178G   26066.97296823  .00021947  00000-0  74230-3 0  9993,2 58380  53.1589 279.2973 0000697  76.8855 283.2224 15.30575283130856
58380,STARLINK-30915,2026-03-07T23:21:04.455072,15.30575283,0.00006970,53.1589,279.2973,76.8855,283.2224,1 58380U 23178G   26066.97296823  .00021947  00000-0  74230-3 0  9993,2 58380  53.1589 279.2973 0000697  76.8855 283.2224 15.30575283130856
58380,STARLINK-30915,2026-03-08T13:27:20.190240,15.30597860,0.00009270,53.1571,276.5686,60.8661,299.2432,1 58380U 23178G   26067.56065035  .00020003  00000-0  67733-3 0  9990,2 58380  53.1571 276.5686 0000927  60.8661 299.2432 15.30597860130945
58380,STARLINK-30915,2026-03-08T15:01:21.902016,15.30599455,0.00009134,53.1574,276.2645,62.6421,297.4673,1 58380U 23178G   26067.62594794  .00019366  00000-0  65616-3 0  9994,2 58380  53.1574 276.2645 0000913  62.6421 297.4673 15.30599455130959
58380,STARLINK-30915,2026-03-08T21:17:28.554720,15.30609791,0.00009438,53.1572,275.0504,63.1482,296.9616,1 58380U 23178G   26067.88713605  .00018878  00000-0  63977-3 0  9991,2 58380  53.1572 275.0504 0000944  63.1482 296.9616 15.30609791130995
58380,STARLINK-30915,2026-03-09T17:39:49.313088,15.30637131,0.00009560,53.1565,271.1045,62.3176,297.7922,1 58380U 23178G   26068.73598742  .00015191  00000-0  51696-3 0  9999,2 58380  53.1565 271.1045 0000956  62.3176 297.7922 15.30637131131122
58380,STARLINK-30915,2026-03-09T22:21:53.881632,15.30645879,0.00009681,53.1565,270.1940,62.1565,297.9534,1 58380U 23178G   26068.93187363  .00016525  00000-0  56105-3 0  9996,2 58380  53.1565 270.1940 0000968  62.1565 297.9534 15.30645879131150
58380,STARLINK-30915,2026-03-09T22:21:53.881632,15.30645879,0.00009680,53.1565,270.1940,62.1565,297.9534,1 58380U 23178G   26068.93187363  .00016525  00000-0  56105-3 0  9996,2 58380  53.1565 270.1940 0000968  62.1565 297.9534 15.30645879131150
58380,STARLINK-30915,2026-03-10T18:44:10.160160,15.30718791,0.00005890,53.1558,266.2480,239.8977,120.1965,1 58380U 23178G   26069.78067315  .00021580  00000-0  72690-3 0  9998,2 58380  53.1558 266.2480 0000589 239.8977 120.1965 15.30718791131289
58380,STARLINK-30915,2026-03-10T21:52:13.468800,15.30487829,0.00011969,53.1557,265.6407,164.6219,195.4818,1 58380U 23178G   26069.91126700 -.00121147  00000-0 -41080-2 0  9997,2 58380  53.1557 265.6407 0001197 164.6219 195.4818 15.30487829131300
58380,STARLINK-30915,2026-03-10T21:52:13.468800,15.30487829,0.00011970,53.1557,265.6407,164.6219,195.4818,1 58380U 23178G   26069.91126700 -.00121147  00000-0 -41080-2 0  9997,2 58380  53.1557 265.6407 0001197 164.6219 195.4818 15.30487829131300
58380,STARLINK-30915,2026-03-11T13:32:29.048640,15.30700121,0.00008640,53.1547,262.6050,41.4647,318.6420,1 58380U 23178G   26070.56422510  .00021547  00000-0  72624-3 0  9998,2 58380  53.1547 262.6050 0000864  41.4647 318.6420 15.30700121131409
58380,STARLINK-30915,2026-03-11T19:48:34.432128,15.30708582,0.00009550,53.1542,261.3909,64.5831,295.5269,1 58380U 23178G   26070.82539852  .00019423  00000-0  65583-3 0  9991,2 58380  53.1542 261.3909 0000955  64.5831 295.5269 15.30708582131442
58380,STARLINK-30915,2026-03-11T21:22:35.714496,15.30711983,0.00009135,53.1543,261.0876,64.3020,295.8075,1 58380U 23178G   26070.89069114  .00017397  00000-0  58878-3 0  9994,2 58380  53.1543 261.0876 0000914  64.3020 295.8075 15.30711983131454
58380,STARLINK-30915,2026-03-11T21:22:35.714496,15.30711983,0.00009140,53.1543,261.0876,64.3020,295.8075,1 58380U 23178G   26070.89069114  .00017397  00000-0  58878-3 0  9994,2 58380  53.1543 261.0876 0000914  64.3020 295.8075 15.30711983131454
58380,STARLINK-30915,2026-03-12T13:02:48.164064,15.30730356,0.00009020,53.1535,258.0518,71.6761,288.4338,1 58380U 23178G   26071.54361301  .00016113  00000-0  54598-3 0  9990,2 58380  53.1535 258.0518 0000902  71.6761 288.4338 15.30730356131550
58380,STARLINK-30915,2026-03-12T13:02:48.164928,15.30730356,0.00009021,53.1535,258.0518,71.6761,288.4338,1 58380U 23178G   26071.54361302  .00016113  00000-0  54598-3 0  9991,2 58380  53.1535 258.0518 0000902  71.6761 288.4338 15.30730356131550
58380,STARLINK-30915,2026-03-12T17:44:51.744192,15.30736121,0.00008970,53.1537,257.1410,70.9711,289.1387,1 58380U 23178G   26071.73948778  .00015370  00000-0  52132-3 0  9996,2 58380  53.1537 257.1410 0000897  70.9711 289.1387 15.30736121131584
58380,STARLINK-30915,2026-03-12T17:44:51.745056,15.30736121,0.00008971,53.1537,257.1410,70.9711,289.1387,1 58380U 23178G   26071.73948779  .00015370  00000-0  52132-3 0  9997,2 58380  53.1537 257.1410 0000897  70.9711 289.1387 15.30736121131584
58380,STARLINK-30915,2026-03-13T12:33:05.458176,15.30761078,0.00008603,53.1533,253.4980,67.7032,292.4060,1 58380U 23178G   26072.52297984  .00016714  00000-0  56533-3 0  9992,2 58380  53.1533 253.4980 0000860  67.7032 292.4060 15.30761078131709
58380,STARLINK-30915,2026-03-13T21:57:11.839968,15.30775037,0.00008454,53.1533,251.6765,67.3485,292.7605,1 58380U 23178G   26072.91472037  .00017245  00000-0  58262-3 0  9990,2 58380  53.1533 251.6765 0000845  67.3485 292.7605 15.30775037131765
58380,STARLINK-30915,2026-03-16T18:57:11.758752,15.29361572,0.00010030,53.1576,238.3343,92.0124,268.0991,1 58380U 23178G   26075.78971943  .00002913  00000-0  11322-3 0  9990,2 58380  53.1576 238.3343 0001003  92.0124 268.0991 15.29361572132205
58380,STARLINK-30915,2026-03-17T04:00:01.999584,15.29365791,0.00009920,53.1588,236.5851,88.5155,188.2230,1 58380U 23178G   26076.16668981 -.00011878  00000-0 -39982-3 0  9992,2 58380  53.1588 236.5851 0000992  88.5155 188.2230 15.29365791  5847
58380,STARLINK-30915,2026-03-17T06:00:02.000160,15.29336248,0.00009421,53.1588,236.1981,100.8010,275.0063,1 58380U 23178G   26076.25002315  .00039710  00000-0  13819-2 0  9998,2 58380  53.1588 236.1981 0000942 100.8010 275.0063 15.29336248  5866
58380,STARLINK-30915,2026-03-17T14:00:01.999872,15.29374823,0.00009670,53.1590,234.6523,91.7592,320.2862,1 58380U 23178G   26076.58335648 -.00022897  00000-0 -78313-3 0  9993,2 58380  53.1590 234.6523 0000967  91.7592 320.2862 15.29374823  5764
58380,STARLINK-30915,2026-03-17T20:00:01.999008,15.29339595,0.00010280,53.1593,233.4936,78.0622,271.1854,1 58380U 23178G   26076.83335647  .00046116  00000-0  16014-2 0  9997,2 58380  53.1593 233.4936 0001028  78.0622 271.1854 15.29339595  5798
58380,STARLINK-30915,2026-03-17T22:00:03.000096,15.29341083,0.00009563,53.1590,233.1068,77.4610,10.9141,1 58380U 23178G   26076.91670139  .00048397  00000-0  16794-2 0  9992,2 58380  53.1590 233.1068 0000956  77.4610  10.9141 15.29341083  5813
58380,STARLINK-30915,2026-03-18T06:00:02.000160,15.29333307,0.00010473,53.1595,231.5589,87.5520,37.0171,1 58380U 23178G   26077.25002315  .00043429  00000-0  15096-2 0  9990,2 58380  53.1595 231.5589 0001047  87.5520  37.0171 15.29333307  5860
58380,STARLINK-30915,2026-03-18T12:00:02.998944,15.29363656,0.00009620,53.1598,230.3993,89.7866,332.0191,1 58380U 23178G   26077.50003471 -.00007320  00000-0 -24154-3 0  9990,2 58380  53.1598 230.3993 0000962  89.7866 332.0191 15.29363656  5805
58380,STARLINK-30915,2026-03-18T14:00:01.000224,15.29364071,0.00011406,53.1598,230.0134,82.1757,78.5674,1 58380U 23178G   26077.58334491 -.00018411  00000-0 -62712-3 0  9992,2 58380  53.1598 230.0134 0001141  82.1757  78.5674 15.29364071  5816
58380,STARLINK-30915,2026-03-18T20:00:01.999008,15.29329911,0.00011290,53.1600,228.8546,78.0331,19.9720,1 58380U 23178G   26077.83335647  .00052522  00000-0  18210-2 0  9996,2 58380  53.1600 228.8546 0001129  78.0331  19.9720 15.29329911  5859
58380,STARLINK-30915,2026-03-18T20:00:01.999872,15.29329911,0.00011291,53.1600,228.8546,78.0331,19.9720,1 58380U 23178G   26077.83335648  .00052522  00000-0  18210-2 0  9997,2 58380  53.1600 228.8546 0001129  78.0331  19.9720 15.29329911  5859
58380,STARLINK-30915,2026-03-19T06:00:02.000160,15.29338465,0.00010413,53.1601,226.9193,87.6793,145.6391,1 58380U 23178G   26078.25002315  .00052407  00000-0  18166-2 0  9998,2 58380  53.1601 226.9193 0001041  87.6793 145.6391 15.29338465  5864
58380,STARLINK-30915,2026-03-19T20:00:01.999008,15.29317774,0.00010750,53.1605,224.2157,74.0131,132.7778,1 58380U 23178G   26078.83335647  .00072851  00000-0  25152-2 0  9997,2 58380  53.1605 224.2157 0001075  74.0131 132.7778 15.29317774  5790
58380,STARLINK-30915,2026-03-19T22:00:00.999936,15.29262073,0.00012604,53.1603,223.8287,78.1116,227.6853,1 58380U 23178G   26078.91667824  .00245285  00000-0  82590-2 0  9993,2 58380  53.1603 223.8287 0001260  78.1116 227.6853 15.29262073  5802
65409,STARLINK-35022,2026-03-01T20:37:55.505280,15.39635002,0.00011310,53.1572,268.8481,87.4979,272.6155,1 65409U 25192F   26060.85967020  .00056745  00000-0  14174-2 0  9990,2 65409  53.1572 268.8481 0001131  87.4979 272.6155 15.39635002 28187
65409,STARLINK-35022,2026-03-01T20:37:55.505280,15.39635002,0.00011313,53.1572,268.8481,87.4979,272.6155,1 65409U 25192F   26060.85967020  .00056745  00000-0  14174-2 0  9990,2 65409  53.1572 268.8481 0001131  87.4979 272.6155 15.39635002 28187
65409,STARLINK-35022,2026-03-02T13:46:10.494912,15.39640353,0.00008796,53.1569,265.4826,83.9437,276.1668,1 65409U 25192F   26061.57373258  .00042662  00000-0  10699-2 0  9995,2 65409  53.1569 265.4826 0000880  83.9437 276.1668 15.39640353 28294
65409,STARLINK-35022,2026-03-02T18:27:03.449088,15.36946590,0.00262360,53.1578,264.5674,138.3568,221.9440,1 65409U 25192F   26061.76878992 -.02442984  00000-0 -73892-1 0  9999,2 65409  53.1578 264.5674 0026236 138.3568 221.9440 15.36946590 28327
65409,STARLINK-35022,2026-03-02T18:27:03.449088,15.36946590,0.00262359,53.1578,264.5674,138.3568,221.9440,1 65409U 25192F   26061.76878992 -.02442984  00000-0 -73892-1 0  9999,2 65409  53.1578 264.5674 0026236 138.3568 221.9440 15.36946590 28327
65409,STARLINK-35022,2026-03-03T04:00:01.999584,15.38169498,0.00007330,53.1582,262.6920,44.7904,2.4141,1 65409U 25192F   26062.16668981 -.01719428  00000-0 -49790-1 0  9998,2 65409  53.1582 262.6920 0000733  44.7904   2.4141 15.38169498  5885
65409,STARLINK-35022,2026-03-03T12:00:00.998784,15.36903230,0.00012430,53.1588,261.1248,36.1241,57.0905,1 65409U 25192F   26062.50001156 -.01556915  00000-0 -47304-1 0  9990,2 65409  53.1588 261.1248 0001243  36.1241  57.0905 15.36903230  5785
65409,STARLINK-35022,2026-03-03T14:00:03.000384,15.36653333,0.00013572,53.1592,260.7344,58.3736,136.2484,1 65409U 25192F   26062.58336806 -.01698482  00000-0 -51609-1 0  9990,2 65409  53.1592 260.7344 0001357  58.3736 136.2484 15.36653333  5792
65409,STARLINK-35022,2026-03-03T18:00:01.999296,15.36048310,0.00011120,53.1592,259.9540,51.2956,345.5834,1 65409U 25192F   26062.75002314 -.01715394  00000-0 -53213-1 0  9998,2 65409  53.1592 259.9540 0001112  51.2956 345.5834 15.36048310  5826
65409,STARLINK-35022,2026-03-03T18:00:02.000160,15.36048310,0.00011116,53.1592,259.9540,51.2956,345.5834,1 65409U 25192F   26062.75002315 -.01715394  00000-0 -53213-1 0  9999,2 65409  53.1592 259.9540 0001112  51.2956 345.5834 15.36048310  5826
65409,STARLINK-35022,2026-03-04T04:00:03.000096,15.34510237,0.00012510,53.1595,258.0036,58.0894,123.0539,1 65409U 25192F   26063.16670139 -.01537769  00000-0 -50410-1 0  9994,2 65409  53.1595 258.0036 0001251  58.0894 123.0539 15.34510237  5886
65409,STARLINK-35022,2026-03-04T12:00:00.998784,15.33779532,0.00014130,53.1598,256.4450,132.7795,89.8773,1 65409U 25192F   26063.50001156 -.02104836  00000-0 -70543-1 0  9994,2 65409  53.1598 256.4450 0001413 132.7795  89.8773 15.33779532  5772
65409,STARLINK-35022,2026-03-04T14:00:01.999872,15.33093298,0.00011646,53.1598,256.0563,102.0220,221.0277,1 65409U 25192F   26063.58335648 -.01686798  00000-0 -57427-1 0  9995,2 65409  53.1598 256.0563 0001165 102.0220 221.0277 15.33093298  5788
65409,STARLINK-35022,2026-03-04T20:00:03.000384,15.32130357,0.00011040,53.1599,254.8923,76.2014,187.0829,1 65409U 25192F   26063.83336806 -.01495042  00000-0 -52706-1 0  9995,2 65409  53.1599 254.8923 0001104  76.2014 187.0829 15.32130357  5827
65409,STARLINK-35022,2026-03-05T04:00:01.999584,15.31021440,0.00011430,53.1595,253.3397,77.9590,224.1471,1 65409U 25192F   26064.16668981 -.00004302  00000-0 -12975-3 0  9994,2 65409  53.1595 253.3397 0001143  77.9590 224.1471 15.31021440  5874
65409,STARLINK-35022,2026-03-05T06:00:02.999808,15.31013220,0.00010794,53.1595,252.9518,83.7660,317.9700,1 65409U 25192F   26064.25003472  .00014791  00000-0  49791-3 0  9999,2 65409  53.1595 252.9518 0001079  83.7660 317.9700 15.31013220  5890
65409,STARLINK-35022,2026-03-05T14:00:01.999872,15.31036460,0.00011023,53.1598,251.4013,87.4597,352.4661,1 65409U 25192F   26064.58335648  .00006048  00000-0  21072-3 0  9996,2 65409  53.1598 251.4013 0001102  87.4597 352.4661 15.31036460  5895
65409,STARLINK-35022,2026-03-05T18:00:00.998784,15.31017783,0.00012420,53.1594,250.6274,76.7293,202.2871,1 65409U 25192F   26064.75001156  .00005145  00000-0  18118-3 0  9993,2 65409  53.1594 250.6274 0001242  76.7293 202.2871 15.31017783  5915
65409,STARLINK-35022,2026-03-05T20:00:00.999360,15.31004886,0.00013080,53.1596,250.2402,74.2793,304.3093,1 65409U 25192F   26064.83334490  .00023193  00000-0  77330-3 0  9996,2 65409  53.1596 250.2402 0001308  74.2793 304.3093 15.31004886  5838
65409,STARLINK-35022,2026-03-05T22:00:01.999584,15.30992257,0.00012036,53.1596,249.8526,70.2069,48.0101,1 65409U 25192F   26064.91668981  .00059848  00000-0  19677-2 0  9995,2 65409  53.1596 249.8526 0001204  70.2069  48.0101 15.30992257  5846
65409,STARLINK-35022,2026-03-06T06:00:02.000160,15.31027687,0.00010166,53.1596,248.3009,81.0872,75.3845,1 65409U 25192F   26065.25002315  .00019622  00000-0  65593-3 0  9991,2 65409  53.1596 248.3009 0001017  81.0872  75.3845 15.31027687  5890
65409,STARLINK-35022,2026-03-06T14:00:01.000224,15.31024305,0.00012596,53.1596,246.7507,86.4647,108.2193,1 65409U 25192F   26065.58334491  .00011267  00000-0  38217-3 0  9990,2 65409  53.1596 246.7507 0001260  86.4647 108.2193 15.31024305  5890
65409,STARLINK-35022,2026-03-06T18:00:00.998784,15.31014760,0.00013040,53.1593,245.9765,78.6930,315.1350,1 65409U 25192F   26065.75001156  .00002147  00000-0  82587-4 0  9995,2 65409  53.1593 245.9765 0001304  78.6930 315.1350 15.31014760  5923
65409,STARLINK-35022,2026-03-06T20:00:00.999360,15.30991137,0.00013100,53.1594,245.5893,78.5167,54.8805,1 65409U 25192F   26065.83334490  .00031645  00000-0  10500-2 0  9993,2 65409  53.1594 245.5893 0001310  78.5167  54.8805 15.30991137  5888
65409,STARLINK-35022,2026-03-07T04:00:03.000096,15.31036418,0.00012220,53.1590,244.0376,78.6816,93.0800,1 65409U 25192F   26066.16670139 -.00008666  00000-0 -27349-3 0  9992,2 65409  53.1590 244.0376 0001222  78.6816  93.0800 15.31036418  5825
65409,STARLINK-35022,2026-03-07T06:00:00.999648,15.31011953,0.00013246,53.1593,243.6500,80.5115,190.6948,1 65409U 25192F   26066.25001157  .00041077  00000-0  13569-2 0  9999,2 65409  53.1593 243.6500 0001325  80.5115 190.6948 15.31011953  5846
65409,STARLINK-35022,2026-03-07T12:00:01.999296,15.31007007,0.00011880,53.1593,242.4871,92.1580,117.8232,1 65409U 25192F   26066.50002314  .00044692  00000-0  14748-2 0  9999,2 65409  53.1593 242.4871 0001188  92.1580 117.8232 15.31007007  5871
65409,STARLINK-35022,2026-03-07T14:00:01.000224,15.31020708,0.00012896,53.1592,242.1001,90.6468,218.8378,1 65409U 25192F   26066.58334491  .00008020  00000-0  27561-3 0  9994,2 65409  53.1592 242.1001 0001290  90.6468 218.8378 15.31020708  5892
65409,STARLINK-35022,2026-03-07T22:00:01.999584,15.30974065,0.00012499,53.1588,240.5513,72.4293,275.3900,1 65409U 25192F   26066.91668981  .00069881  00000-0  22938-2 0  9999,2 65409  53.1588 240.5513 0001250  72.4293 275.3900 15.30974065  5899
65409,STARLINK-35022,2026-03-08T00:00:01.999296,15.30981758,0.00013880,53.1585,240.1634,83.8107,3.5694,1 65409U 25192F   26067.00002314  .00051985  00000-0  17131-2 0  9997,2 65409  53.1585 240.1634 0001388  83.8107   3.5694 15.30981758  5908
65409,STARLINK-35022,2026-03-08T12:09:16.063488,15.31036985,0.00010080,53.1584,237.8073,98.7103,261.4012,1 65409U 25192F   26067.50643592  .00039966  00000-0  13197-2 0  9994,2 65409  53.1584 237.8073 0001008  98.7103 261.4012 15.31036985 29209
65409,STARLINK-35022,2026-03-08T12:09:16.063488,15.31036985,0.00010083,53.1584,237.8074,98.7103,261.4012,1 65409U 25192F   26067.50643592  .00039966  00000-0  13197-2 0  9994,2 65409  53.1584 237.8074 0001008  98.7103 261.4012 15.31036985 29200
65409,STARLINK-35022,2026-03-08T16:51:16.223904,15.31042816,0.00005840,53.1606,236.8962,45.7475,314.3574,1 65409U 25192F   26067.70227111  .00033898  00000-0  11218-2 0  9991,2 65409  53.1606 236.8962 0000584  45.7475 314.3574 15.31042816 29236
65409,STARLINK-35022,2026-03-09T10:05:16.547424,15.31072552,0.00006350,53.1609,233.5553,89.8720,270.2354,1 65409U 25192F   26068.42033041  .00028604  00000-0  94827-3 0  9995,2 65409  53.1609 233.5553 0000635  89.8720 270.2354 15.31072552 29346
65409,STARLINK-35022,2026-03-09T14:47:16.671552,15.31064896,0.00006094,53.1594,232.6395,50.6700,309.4355,1 65409U 25192F   26068.61616518  .00024613  00000-0  81825-3 0  9992,2 65409  53.1594 232.6395 0000609  50.6700 309.4355 15.31064896 29379
65409,STARLINK-35022,2026-03-09T17:55:17.143680,15.31027796,0.00008080,53.1589,232.0428,37.8679,322.2379,1 65409U 25192F   26068.74672620  .00033635  00000-0  11138-2 0  9995,2 65409  53.1589 232.0428 0000808  37.8679 322.2379 15.31027796 29396
