observation_id,norad_id,station_id,start_utc,t_rel_s,t_abs_utc,f_obs_hz,f_geo_fit_hz,residual_hz,source_physical_csv,source_residual_file
8788317,42803,3299,2023-12-28T02:03:48Z,43.470811,2023-12-28T02:04:31.470811Z,1623212114.854000,1623211904.165000,210.689000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,44.176788,2023-12-28T02:04:32.176788Z,1623212029.692000,1623211818.976000,210.716000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,44.919534,2023-12-28T02:04:32.919534Z,1623211954.886000,1623211742.979000,211.907000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,46.317212,2023-12-28T02:04:34.317212Z,1623211801.465000,1623211590.237000,211.228000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,47.869275,2023-12-28T02:04:35.869275Z,1623211629.888000,1623211417.185000,212.703000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,49.421537,2023-12-28T02:04:37.421537Z,1623211458.576000,1623211242.841000,215.735000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,50.973900,2023-12-28T02:04:38.973900Z,1623211287.366000,1623211067.215000,220.151000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,52.515504,2023-12-28T02:04:40.515504Z,1623211103.082000,1623210890.318000,212.764000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,54.056060,2023-12-28T02:04:42.056060Z,1623210917.573000,1623210712.134000,205.439000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,55.596740,2023-12-28T02:04:43.596740Z,1623210732.234000,1623210532.676000,199.558000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,57.137421,2023-12-28T02:04:45.137421Z,1623210546.857000,1623210351.945000,194.912000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,58.678027,2023-12-28T02:04:46.678027Z,1623210361.413000,1623210180.097000,181.316000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,60.217934,2023-12-28T02:04:48.217934Z,1623210175.131000,1623209996.915000,178.216000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,61.758889,2023-12-28T02:04:49.758889Z,1623209990.072000,1623209812.474000,177.598000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,63.299020,2023-12-28T02:04:51.299020Z,1623209804.021000,1623209626.781000,177.240000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,64.838802,2023-12-28T02:04:52.838802Z,1623209617.580000,1623209439.850000,177.730000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,66.378360,2023-12-28T02:04:54.378360Z,1623209430.840000,1623209262.160000,168.680000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,67.918117,2023-12-28T02:04:55.918117Z,1623209244.354000,1623209072.834000,171.520000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,69.457349,2023-12-28T02:04:57.457349Z,1623209057.228000,1623208882.269000,174.959000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,70.837155,2023-12-28T02:04:58.837155Z,1623208882.175000,1623208711.870000,170.305000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,71.566971,2023-12-28T02:04:59.566971Z,1623208791.683000,1623208615.597000,176.086000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,72.270153,2023-12-28T02:05:00.270153Z,1623208703.160000,1623208529.765000,173.395000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,76.526214,2023-12-28T02:05:04.526214Z,1623208138.470000,1623207998.922000,139.548000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,77.252460,2023-12-28T02:05:05.252460Z,1623208046.699000,1623207911.421000,135.278000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,78.625451,2023-12-28T02:05:06.625451Z,1623207869.550000,1623207735.735000,133.815000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,80.144465,2023-12-28T02:05:08.144465Z,1623207665.621000,1623207536.987000,128.634000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,81.675885,2023-12-28T02:05:09.675885Z,1623207475.167000,1623207337.085000,138.082000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,83.194326,2023-12-28T02:05:11.194326Z,1623207270.596000,1623207147.249000,123.347000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,84.712866,2023-12-28T02:05:12.712866Z,1623207066.161000,1623206945.156000,121.005000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,86.231431,2023-12-28T02:05:14.231431Z,1623206861.768000,1623206753.262000,108.506000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,87.749521,2023-12-28T02:05:15.749521Z,1623206656.820000,1623206549.012000,107.808000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,89.267512,2023-12-28T02:05:17.267512Z,1623206451.816000,1623206355.107000,96.709000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,90.785778,2023-12-28T02:05:18.785778Z,1623206247.061000,1623206148.757000,98.304000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,92.303469,2023-12-28T02:05:20.303469Z,1623206041.719000,1623205941.346000,100.373000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,93.820986,2023-12-28T02:05:21.820986Z,1623205836.161000,1623205744.498000,91.663000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,95.338752,2023-12-28T02:05:23.338752Z,1623205630.863000,1623205535.065000,95.798000,,bridge\out\8788317\residuals_rffit.dat
8788317,42803,3299,2023-12-28T02:03:48Z,96.844012,2023-12-28T02:05:24.844012Z,1623205412.066000,1623205336.329000,75.737000,,bridge\out\8788317\residuals_rffit.dat
