OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-35035,2025-192D,2026-05-01T01:19:41.999981,15.30177463,.0001227,53.1580,349.1666,78.4589,189.3722,0,C,65407,121,1,.65027E-3,.19291E-3,0,0.233,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T02:55:42.000010,15.30169915,.0001187,53.1577,348.8568,77.3039,197.9803,0,C,65407,121,1,.13135E-2,.38968E-3,0,0.167,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T04:32:42.000000,15.30183529,.0001171,53.1575,348.5435,77.2573,209.3003,0,C,65407,121,1,.53418E-3,.15849E-3,0,0.221,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T07:36:42.000019,15.30213447,.0001151,53.1576,347.9492,85.7784,185.0522,0,C,65407,121,1,-.15224E-2,-.45168E-3,0,0.230,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T09:13:42.000010,15.30205463,.0001141,53.1577,347.6360,89.6992,192.4147,0,C,65407,121,1,-.11448E-2,-.33962E-3,0,0.251,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T12:16:41.999981,15.30177070,.0001154,53.1574,347.0451,95.2362,167.3412,0,C,65407,121,1,.51372E-3,.15239E-3,0,0.208,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T13:54:42.000019,15.30172682,.0001182,53.1575,346.7289,97.4209,180.2618,0,C,65407,121,1,.89496E-3,.26549E-3,0,0.176,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T15:31:42.000010,15.30175590,.00012,53.1576,346.4163,99.1571,189.8001,0,C,65407,121,1,.87851E-3,.26063E-3,0,0.164,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T19:06:41.999962,15.30203959,.0001179,53.1575,345.7238,92.8981,298.9854,0,C,65407,121,1,-.14073E-2,-.41745E-3,0,0.193,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T20:54:41.999962,15.30199273,.0001208,53.1574,345.3758,89.8244,355.4425,0,C,65407,121,1,-.14271E-2,-.42325E-3,0,0.178,SpaceX-E
STARLINK-35035,2025-192D,2026-05-01T22:30:41.999990,15.30186280,.0001228,53.1574,345.0664,88.3754,4.3448,0,C,65407,121,1,-.63638E-3,-.18873E-3,0,0.218,SpaceX-E
STARLINK-35035,2025-192D,2026-05-02T00:29:42.000000,15.30157289,.0001211,53.1575,344.6828,84.6090,103.6029,0,C,65407,122,1,.13653E-2,.40492E-3,0,0.203,SpaceX-E
STARLINK-35035,2025-192D,2026-05-02T04:25:42.000010,15.30182777,.0001179,53.1569,343.9210,86.1140,285.3968,0,C,65407,122,1,.20273E-3,.6014E-4,0,0.216,SpaceX-E
STARLINK-35035,2025-192D,2026-05-02T06:23:41.999971,15.30196197,.0001193,53.1570,343.5399,90.8280,12.3351,0,C,65407,122,1,-.68603E-3,-.20351E-3,0,0.218,SpaceX-E
STARLINK-35035,2025-192D,2026-05-02T08:10:42.000010,15.30189790,.0001161,53.1570,343.1943,95.0007,57.7186,0,C,65407,122,1,-.19621E-3,-.58208E-4,0,0.260,SpaceX-E
STARLINK-35035,2025-192D,2026-05-02T10:08:41.999971,15.30168715,.0001153,53.1570,342.8132,96.5410,147.8427,0,C,65407,122,1,.13634E-2,.40449E-3,0,0.245,SpaceX-E
