OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-34830,2025-192B,2026-05-01T01:18:42.000019,15.30174612,.0001159,53.1580,348.9602,78.2881,290.4171,0,C,65405,121,1,.66692E-3,.19783E-3,0,0.274,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T02:55:42.000010,15.30163533,.0001113,53.1578,348.6472,74.9382,305.0480,0,C,65405,121,1,.15651E-2,.46431E-3,0,0.181,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T04:33:41.999962,15.30178025,.0001127,53.1577,348.3307,73.9203,321.1650,0,C,65405,121,1,.78452E-3,.23276E-3,0,0.210,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T07:36:42.000019,15.30209715,.0001103,53.1579,347.7395,82.2761,293.2528,0,C,65405,121,1,-.15928E-2,-.47251E-3,0,0.243,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T09:13:42.000010,15.30199418,.0001079,53.1579,347.4262,87.7763,299.0358,0,C,65405,121,1,-.11135E-2,-.3303E-3,0,0.259,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T12:17:42.000029,15.30166474,.0001067,53.1577,346.8322,93.9279,277.1746,0,C,65405,121,1,.95566E-3,.28345E-3,0,0.198,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T13:54:42.000019,15.30163297,.0001111,53.1578,346.5192,95.3475,287.0309,0,C,65405,121,1,.13325E-2,.39526E-3,0,0.178,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T15:31:42.000010,15.30169248,.000111,53.1580,346.2066,96.0622,297.5888,0,C,65405,121,1,.11603E-2,.34421E-3,0,0.176,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T17:08:42.000000,15.30187398,.0001092,53.1580,345.8941,93.4882,311.4326,0,C,65405,121,1,.68032E-4,.20183E-4,0,0.179,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T21:59:41.999971,15.30193107,.000115,53.1581,344.9565,85.1035,353.6492,0,C,65405,121,1,-.73992E-3,-.21947E-3,0,0.160,SpaceX-E
STARLINK-34830,2025-192B,2026-05-01T23:57:42.000019,15.30171283,.000113,53.1582,344.5762,81.8181,88.5979,0,C,65405,121,1,.82878E-3,.24584E-3,0,0.206,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T01:56:42.000029,15.30160143,.0001113,53.1580,344.1924,80.9552,184.9474,0,C,65405,122,1,.18561E-2,.55064E-3,0,0.129,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T03:54:41.999990,15.30180587,.0001097,53.1579,343.8114,81.4021,276.1495,0,C,65405,122,1,.71202E-3,.21126E-3,0,0.207,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T05:41:42.000029,15.30200341,.000111,53.1580,343.4657,85.1192,321.9801,0,C,65405,122,1,-.61325E-3,-.18195E-3,0,0.229,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T07:39:41.999990,15.30203712,.0001091,53.1581,343.0846,91.2395,47.5181,0,C,65405,122,1,-.87791E-3,-.26047E-3,0,0.241,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T09:37:42.000038,15.30183850,.0001072,53.1582,342.7035,93.7026,136.7212,0,C,65405,122,1,.42749E-3,.12683E-3,0,0.265,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T11:24:41.999990,15.30169440,.0001096,53.1580,342.3581,96.8463,183.1368,0,C,65405,122,1,.15128E-2,.44887E-3,0,0.198,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T13:21:41.999990,15.30172782,.000113,53.1581,341.9805,98.6011,269.2100,0,C,65405,122,1,.16481E-2,.48907E-3,0,0.180,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T17:18:41.999962,15.30213134,.0001134,53.1584,341.2168,94.8994,100.0461,0,C,65405,122,1,-.67919E-3,-.20159E-3,0,0.235,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T19:26:41.999971,15.30225617,.0001094,53.1583,340.8044,88.1594,236.7227,0,C,65405,122,1,-.1965E-2,-.5831E-3,0,0.219,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T21:25:41.999981,15.30219669,.0001142,53.1583,340.4209,83.6422,336.7325,0,C,65405,122,1,-.20581E-2,-.6106E-3,0,0.210,SpaceX-E
STARLINK-34830,2025-192B,2026-05-02T23:23:42.000029,15.30188499,.0001108,53.1585,340.0406,79.3747,72.6705,0,C,65405,122,1,-.19018E-3,-.56417E-4,0,0.277,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T01:21:41.999990,15.30162265,.0001104,53.1584,339.6601,76.0550,167.6565,0,C,65405,123,1,.1618E-2,.47998E-3,0,0.165,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T04:13:42.000038,15.30189799,.0001109,53.1583,339.1047,76.7978,105.2508,0,C,65405,123,1,-.6257E-4,-.18563E-4,0,0.232,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T06:11:42.000000,15.30207743,.0001067,53.1584,338.7235,80.4876,193.2140,0,C,65405,123,1,-.13735E-2,-.40747E-3,0,0.211,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T08:10:42.000010,15.30195660,.0001087,53.1586,338.3391,85.1823,284.0104,0,C,65405,123,1,-.64007E-3,-.18988E-3,0,0.251,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T10:08:41.999971,15.30173868,.0001055,53.1585,337.9581,88.2818,12.5766,0,C,65405,123,1,.95799E-3,.28421E-3,0,0.236,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T12:07:41.999981,15.30170009,.0001105,53.1584,337.5739,89.0605,107.2834,0,C,65405,123,1,.14256E-2,.42296E-3,0,0.191,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T14:05:42.000029,15.30177986,.0001156,53.1587,337.1933,90.6992,197.2980,0,C,65405,123,1,.13837E-2,.41063E-3,0,0.171,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T16:04:42.000038,15.30200777,.0001154,53.1588,336.8099,88.5030,294.9728,0,C,65405,123,1,.10436E-3,.30973E-4,0,0.173,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T18:35:42.000029,15.30214704,.0001164,53.1588,336.3235,85.3645,156.0823,0,C,65405,123,1,-.11725E-2,-.34796E-3,0,0.181,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T20:45:41.999962,15.30215744,.0001199,53.1587,335.9046,81.3086,297.7319,0,C,65405,123,1,-.1618E-2,-.48007E-3,0,0.145,SpaceX-E
STARLINK-34830,2025-192B,2026-05-03T22:44:41.999971,15.30194577,.0001176,53.1590,335.5211,80.8664,33.6687,0,C,65405,123,1,-.38598E-3,-.11451E-3,0,0.223,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T00:42:42.000019,15.30169019,.000115,53.1590,335.1407,78.3660,127.8358,0,C,65405,124,1,.12977E-2,.38499E-3,0,0.153,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T02:41:42.000029,15.30178780,.000111,53.1588,334.7565,80.0336,221.6496,0,C,65405,124,1,.78045E-3,.23155E-3,0,0.196,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T04:40:42.000038,15.30200216,.0001111,53.1589,334.3721,82.7261,314.4355,0,C,65405,124,1,-.68377E-3,-.20287E-3,0,0.229,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T08:37:42.000010,15.30186313,.0001079,53.1592,333.6065,91.2624,133.0502,0,C,65405,124,1,.76521E-4,.22701E-4,0,0.270,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T10:25:42.000010,15.30168594,.0001102,53.1590,333.2579,94.2553,183.4451,0,C,65405,124,1,.13645E-2,.40482E-3,0,0.206,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T12:24:42.000019,15.30169587,.0001138,53.1590,332.8738,95.9915,277.1926,0,C,65405,124,1,.16286E-2,.48323E-3,0,0.180,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T14:23:42.000029,15.30187791,.0001174,53.1593,332.4901,95.9607,12.7018,0,C,65405,124,1,.84542E-3,.25091E-3,0,0.182,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T16:22:42.000038,15.30207140,.0001178,53.1594,332.1069,93.8397,110.3047,0,C,65405,124,1,-.42919E-3,-.12738E-3,0,0.203,SpaceX-E
STARLINK-34830,2025-192B,2026-05-04T22:26:41.999971,15.30190215,.0001207,53.1596,330.9340,83.0742,74.3375,0,C,65405,124,1,-.45049E-4,-.13365E-4,0,0.234,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T00:14:41.999971,15.30167992,.0001203,53.1596,330.5858,80.9356,129.8662,0,C,65405,125,1,.16012E-2,.47508E-3,0,0.148,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T02:02:41.999971,15.30178586,.0001175,53.1593,330.2372,81.7873,182.3933,0,C,65405,125,1,.12495E-2,.3708E-3,0,0.189,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T05:37:42.000010,15.30223205,.0001175,53.1595,329.5426,87.5509,279.5578,0,C,65405,125,1,-.18184E-2,-.53961E-3,0,0.247,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T07:14:42.000000,15.30216337,.0001182,53.1596,329.2293,92.4361,285.9574,0,C,65405,125,1,-.15925E-2,-.47252E-3,0,0.258,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T10:38:42.000029,15.30176653,.0001168,53.1595,328.5706,98.3094,340.9342,0,C,65405,125,1,.82914E-3,.24599E-3,0,0.219,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T14:13:41.999981,15.30183196,.000126,53.1598,327.8774,100.4255,81.7485,0,C,65405,125,1,.79631E-3,.23629E-3,0,0.176,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T16:01:41.999981,15.30203875,.0001233,53.1598,327.5294,97.1774,138.3729,0,C,65405,125,1,-.69534E-3,-.20632E-3,0,0.234,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T19:47:42.000029,15.30211040,.0001238,53.1598,326.8013,86.0738,294.5186,0,C,65405,125,1,-.22553E-2,-.66887E-3,0,0.213,SpaceX-E
STARLINK-34830,2025-192B,2026-05-05T23:33:41.999990,15.30150528,.0001184,53.1601,326.0729,78.8498,86.7976,0,C,65405,125,1,.13005E-2,.3856E-3,0,0.197,SpaceX-E
STARLINK-34830,2025-192B,2026-05-06T02:47:41.999971,15.30170366,.0001192,53.1598,325.4467,78.7138,109.4720,0,C,65405,126,1,.10614E-3,.31473E-4,0,0.217,SpaceX-E
STARLINK-34830,2025-192B,2026-05-06T04:45:42.000019,15.30185053,.0001154,53.1598,325.0655,81.2255,198.6085,0,C,65405,126,1,-.90737E-3,-.26905E-3,0,0.200,SpaceX-E
STARLINK-34830,2025-192B,2026-05-06T06:22:42.000010,15.30178484,.0001161,53.1600,324.7522,84.1717,206.9389,0,C,65405,126,1,-.4451E-3,-.13198E-3,0,0.236,SpaceX-E
