analysis_split,freshness_bin,geometry_dimension,geometry_level,metric,n,median,p90
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,47844,abs_delta_k_orbit_hz_per_s,12,4.856207721010205,12.881201780713601
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48111,raw_rms_hz,12,90.37730195725536,915.9010608619915
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48111,score_orbit_hz,12,6.2498338732204,43.4667225128917
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48111,abs_delta_k_orbit_hz_per_s,12,0.34519973333269005,9.519861158172278
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48309,raw_rms_hz,12,516.2210622091898,911.8954169236731
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48309,score_orbit_hz,12,9.584965049450016,46.85870074646516
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48309,abs_delta_k_orbit_hz_per_s,12,3.1252377398111166,6.335391344940899
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48458,raw_rms_hz,12,356.27808191673853,1409.0633017558123
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48458,score_orbit_hz,12,15.228078286205076,62.962638852763845
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48458,abs_delta_k_orbit_hz_per_s,12,2.5165180433244085,7.971606797299525
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48672,raw_rms_hz,12,1348.8420479958859,5169.567729976329
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48672,score_orbit_hz,12,33.324822889344425,127.59659458885305
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,48672,abs_delta_k_orbit_hz_per_s,12,5.846844745022733,31.877970273236265
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,58380,raw_rms_hz,12,793.34176178598,1800.1937019853092
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,58380,score_orbit_hz,12,19.23358578667296,143.68903748458652
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,58380,abs_delta_k_orbit_hz_per_s,12,4.0680841078271595,10.721021121684242
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,60265,raw_rms_hz,12,221.3816917913075,770.0326801834989
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,60265,score_orbit_hz,12,9.900890817315261,57.443394954168355
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,60265,abs_delta_k_orbit_hz_per_s,12,1.2111909262658687,4.043867661099409
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65405,raw_rms_hz,12,1133.9274916008128,3793.622446454661
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65405,score_orbit_hz,12,40.573238873692056,296.7032807830428
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65405,abs_delta_k_orbit_hz_per_s,12,10.145946993542882,16.51681925230466
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65407,raw_rms_hz,12,1821.005177928541,8817.781381160736
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65407,score_orbit_hz,12,98.35929681525707,685.0492123365993
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65407,abs_delta_k_orbit_hz_per_s,12,11.728646845593138,34.39281475129677
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65409,raw_rms_hz,12,722.030061670569,3285.688040597045
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65409,score_orbit_hz,12,41.84570626512885,253.2396467921238
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65409,abs_delta_k_orbit_hz_per_s,12,5.8677072378770845,14.342353737335376
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65410,raw_rms_hz,12,187.28346564489954,959.1250043545266
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65410,score_orbit_hz,12,10.769127565328947,75.73793642282017
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65410,abs_delta_k_orbit_hz_per_s,12,1.9787040743734519,3.365010835928997
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65411,raw_rms_hz,12,537.8726334427643,2368.019560653314
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65411,score_orbit_hz,12,28.383587902014966,135.11904894193256
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65411,abs_delta_k_orbit_hz_per_s,12,3.9236174160308295,10.980840195908492
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65421,raw_rms_hz,12,789.3081598451129,3329.180313903135
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65421,score_orbit_hz,12,42.852552357117744,252.1220066612943
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65421,abs_delta_k_orbit_hz_per_s,12,6.237657357321288,15.745398165038635
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65686,raw_rms_hz,12,1131.586963885362,4037.0293510596357
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65686,score_orbit_hz,12,44.495063152001734,292.6110025288541
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65686,abs_delta_k_orbit_hz_per_s,12,12.149523118158807,16.01785795260208
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65693,raw_rms_hz,12,1636.9910088577167,2884.103062408803
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65693,score_orbit_hz,12,25.367612594900827,170.77640493068148
EXPLORATORY_APRIL_MAY,12-18 h,satellite_norad_id,65693,abs_delta_k_orbit_hz_per_s,12,6.749688226265105,16.591012293847395
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,44714,raw_rms_hz,12,425.8744872461955,1207.982176739206
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,44714,score_orbit_hz,12,15.058543187196745,83.51315456738492
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,44714,abs_delta_k_orbit_hz_per_s,12,3.3552600428895447,7.078115170336103
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,45230,raw_rms_hz,12,430.164811566061,738.6982197745576
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,45230,score_orbit_hz,12,1.6600704826663972,40.837553767146495
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,45230,abs_delta_k_orbit_hz_per_s,12,1.4563043958481385,11.054325276611351
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47383,raw_rms_hz,12,952.2620603935982,2813.7697609697775
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47383,score_orbit_hz,12,9.739213064991585,40.557804746425326
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47383,abs_delta_k_orbit_hz_per_s,12,2.5312647401939823,18.053564417287838
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47749,raw_rms_hz,12,944.1137995315577,3778.9807211675225
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47749,score_orbit_hz,12,39.4740315095993,158.28545987773634
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47749,abs_delta_k_orbit_hz_per_s,12,5.223169657617944,25.019084933466036
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47767,raw_rms_hz,12,905.3880648195077,1644.030629282519
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47767,score_orbit_hz,12,22.312479887475064,55.710368865899085
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47767,abs_delta_k_orbit_hz_per_s,12,8.41813283417983,10.375510732790966
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47844,raw_rms_hz,12,153.2683137928454,591.105063516349
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47844,score_orbit_hz,12,5.275856986838369,19.85691643206092
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,47844,abs_delta_k_orbit_hz_per_s,12,1.0397406615888174,3.810814973255242
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48111,raw_rms_hz,12,870.500267864324,1990.3231177405098
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48111,score_orbit_hz,12,8.541533308141485,34.110692719813024
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48111,abs_delta_k_orbit_hz_per_s,12,3.798801143985146,11.911272287192268
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48309,raw_rms_hz,11,1024.372129567576,1362.890080235981
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48309,score_orbit_hz,11,11.130776471425396,26.794410325884936
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48309,abs_delta_k_orbit_hz_per_s,11,4.444853802624992,10.173864342433829
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48458,raw_rms_hz,12,1797.74974531212,3304.3222782143066
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48458,score_orbit_hz,12,6.088514606544294,42.573116192313705
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48458,abs_delta_k_orbit_hz_per_s,12,5.628422155587025,18.91158855437225
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48672,raw_rms_hz,12,1058.3654433277993,3156.416013526999
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48672,score_orbit_hz,12,6.894873841058404,19.864723030740873
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,48672,abs_delta_k_orbit_hz_per_s,12,3.019731611073302,13.789572531620971
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,58380,raw_rms_hz,12,609.999035277525,1237.526383295558
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,58380,score_orbit_hz,12,9.70077916279428,53.169393786514085
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,58380,abs_delta_k_orbit_hz_per_s,12,1.8990784050484053,12.573260955286058
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,60265,raw_rms_hz,12,991.6799828433814,4355.178722013069
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,60265,score_orbit_hz,12,6.210909090800193,18.557298939190687
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,60265,abs_delta_k_orbit_hz_per_s,12,4.5970321493385855,24.239270914068697
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65405,raw_rms_hz,12,1486.6215988913114,6752.90535103628
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65405,score_orbit_hz,12,72.18288794544362,540.5867914050036
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65405,abs_delta_k_orbit_hz_per_s,12,15.22004751677491,26.25426199357767
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65407,raw_rms_hz,12,1654.8188481699515,7288.156170654309
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65407,score_orbit_hz,12,45.60113753469037,210.96829866506363
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65407,abs_delta_k_orbit_hz_per_s,12,8.044345423256134,41.37779566603954
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65409,raw_rms_hz,12,1853.8667161020528,7336.652641251493
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65409,score_orbit_hz,12,79.25466021498897,588.8425242002285
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65409,abs_delta_k_orbit_hz_per_s,12,14.035060259780211,27.094483577813012
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65410,raw_rms_hz,12,1651.7316372159669,7010.738993019003
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65410,score_orbit_hz,12,79.1497592005442,562.6721867788315
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65410,abs_delta_k_orbit_hz_per_s,12,20.506789063877825,25.623388394315946
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65411,raw_rms_hz,12,1424.7700631017183,7676.6022389596565
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65411,score_orbit_hz,12,84.81628169035093,605.2008736036175
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65411,abs_delta_k_orbit_hz_per_s,12,11.608820324004604,30.195907644486706
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65421,raw_rms_hz,12,1176.9620505509004,4469.201661343646
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65421,score_orbit_hz,12,42.542670630194806,350.2352918951029
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65421,abs_delta_k_orbit_hz_per_s,12,9.395718754668014,18.110207338973627
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65686,raw_rms_hz,12,2504.4937397289386,4037.5470312541643
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65686,score_orbit_hz,12,18.520043801700492,109.716015568438
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65686,abs_delta_k_orbit_hz_per_s,12,10.39499385658236,31.392362416719788
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65693,raw_rms_hz,12,2477.3134368158526,5248.467347678971
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65693,score_orbit_hz,12,22.379256296902156,155.32039409658458
EXPLORATORY_APRIL_MAY,18-24 h,satellite_norad_id,65693,abs_delta_k_orbit_hz_per_s,12,5.868131439374405,34.93992557745521
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,44714,raw_rms_hz,12,423.23691007669277,822.6512139652805
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,44714,score_orbit_hz,12,5.214284095641955,21.243279591619938
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,44714,abs_delta_k_orbit_hz_per_s,12,1.8062544117145356,7.560709178214479
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,45230,raw_rms_hz,9,1447.5898642146117,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,45230,score_orbit_hz,9,17.142234425901005,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,45230,abs_delta_k_orbit_hz_per_s,9,2.7098609763941783,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47383,raw_rms_hz,6,3809.823298408377,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47383,score_orbit_hz,6,147.74668907001927,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47383,abs_delta_k_orbit_hz_per_s,6,43.98652645279529,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47749,raw_rms_hz,6,1086.1972337015634,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47749,score_orbit_hz,6,38.05286914624533,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47749,abs_delta_k_orbit_hz_per_s,6,9.535539928408042,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47767,raw_rms_hz,9,858.9061994436847,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47767,score_orbit_hz,9,13.294108883832608,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47767,abs_delta_k_orbit_hz_per_s,9,1.3255726629183562,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47844,raw_rms_hz,12,244.03399846284617,1762.7916796815098
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47844,score_orbit_hz,12,7.8387596801651505,14.112377229264325
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,47844,abs_delta_k_orbit_hz_per_s,12,0.9023119020688987,3.321616852264568
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48111,raw_rms_hz,12,921.6692633679506,1328.8259067524389
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48111,score_orbit_hz,12,12.264646043890934,84.16147998996891
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48111,abs_delta_k_orbit_hz_per_s,12,3.5117356594878504,12.738541386522115
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48309,raw_rms_hz,6,77.80308437937605,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48309,score_orbit_hz,6,1.2279128986163137,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48309,abs_delta_k_orbit_hz_per_s,6,0.5164470579307717,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48458,raw_rms_hz,12,408.51758618073995,1289.5664243471715
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48458,score_orbit_hz,12,16.36425538081855,85.60214659332311
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,48458,abs_delta_k_orbit_hz_per_s,12,4.533753415757801,6.580892423774
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,58380,raw_rms_hz,6,2197.6652556701583,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,58380,score_orbit_hz,6,40.67603783079469,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,58380,abs_delta_k_orbit_hz_per_s,6,4.960409398081441,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,60265,raw_rms_hz,12,15707.820347091578,171133.1568869989
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,60265,score_orbit_hz,12,445.6047439611249,2525.5026789628496
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,60265,abs_delta_k_orbit_hz_per_s,12,251.667276361164,2565.689970875373
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65405,raw_rms_hz,6,2696.070145507448,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65405,score_orbit_hz,6,56.50364656714693,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65405,abs_delta_k_orbit_hz_per_s,6,9.881892756064191,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65407,raw_rms_hz,9,1890.083755253824,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65407,score_orbit_hz,9,19.30735196097709,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65407,abs_delta_k_orbit_hz_per_s,9,5.29486330820101,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65409,raw_rms_hz,12,2126.544042462404,4851.73608025807
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65409,score_orbit_hz,12,56.049756908898836,291.0807166633661
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65409,abs_delta_k_orbit_hz_per_s,12,14.781324147245108,34.938130071580524
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65410,raw_rms_hz,9,862.7131313682755,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65410,score_orbit_hz,9,11.048566734500843,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65410,abs_delta_k_orbit_hz_per_s,9,4.174451846057686,
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65411,raw_rms_hz,12,2508.2924072456117,4060.6274661110524
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65411,score_orbit_hz,12,24.45316247347381,89.01157484040026
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65411,abs_delta_k_orbit_hz_per_s,12,11.731710780328827,30.682528953441317
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65421,raw_rms_hz,12,1931.5177238431565,5389.114307761475
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65421,score_orbit_hz,12,59.652808827373505,328.2320387085411
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65421,abs_delta_k_orbit_hz_per_s,12,11.834193551836666,26.12384755872408
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65686,raw_rms_hz,12,2118.8403258967755,3246.3096083372893
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65686,score_orbit_hz,12,17.87993217043656,85.97987947176362
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65686,abs_delta_k_orbit_hz_per_s,12,6.868006697361714,25.33012897516673
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65693,raw_rms_hz,12,2485.296732605867,5309.2963395411
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65693,score_orbit_hz,12,63.38255431634585,279.1395700759957
EXPLORATORY_APRIL_MAY,24-36 h,satellite_norad_id,65693,abs_delta_k_orbit_hz_per_s,12,17.550892350485825,39.14933271801455
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,44714,raw_rms_hz,12,229.0687288475877,491.9948503634444
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,44714,score_orbit_hz,12,5.990647745021979,20.90095877265094
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,44714,abs_delta_k_orbit_hz_per_s,12,1.1449941601342222,3.4802751165417263
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,45230,raw_rms_hz,12,144.86445230024617,817.911316574482
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,45230,score_orbit_hz,12,10.100628282058922,55.38676069293287
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,45230,abs_delta_k_orbit_hz_per_s,12,1.0568218365351028,3.55911807291726
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47383,raw_rms_hz,12,273.2062197787311,1369.1876840133284
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47383,score_orbit_hz,12,12.36931942502742,64.5206284259566
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47383,abs_delta_k_orbit_hz_per_s,12,2.417547832955009,7.888271439268381
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47749,raw_rms_hz,12,415.2944826064984,961.4981945748423
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47749,score_orbit_hz,12,15.793590752040569,80.1230435576801
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47749,abs_delta_k_orbit_hz_per_s,12,2.36426633994205,7.059697927175411
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47767,raw_rms_hz,12,169.94095808675627,594.1174542934705
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47767,score_orbit_hz,12,7.472504163768571,36.3923901494792
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47767,abs_delta_k_orbit_hz_per_s,12,2.4892651840343114,2.955280850761976
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47844,raw_rms_hz,12,289.5262970510748,852.5431223143497
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47844,score_orbit_hz,12,10.767497455732872,51.03585408279499
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,47844,abs_delta_k_orbit_hz_per_s,12,2.8719144328443678,4.211809239571591
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48111,raw_rms_hz,12,167.47694665914287,457.97283164902944
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48111,score_orbit_hz,12,5.809387118354595,30.81331025301172
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48111,abs_delta_k_orbit_hz_per_s,12,1.4417815013262163,3.0036647047005545
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48309,raw_rms_hz,12,221.31856158112888,412.0991443970889
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48309,score_orbit_hz,12,6.124555261228149,28.413552829020475
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48309,abs_delta_k_orbit_hz_per_s,12,1.520497280576758,3.771024415395931
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48458,raw_rms_hz,12,405.37074237454215,1296.6217851064546
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48458,score_orbit_hz,12,15.702364394846718,60.966540221580985
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48458,abs_delta_k_orbit_hz_per_s,12,2.8194474001399823,7.614779627853956
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48672,raw_rms_hz,12,260.5816825084869,897.2514184596264
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48672,score_orbit_hz,12,13.437928003216335,73.19727738969075
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,48672,abs_delta_k_orbit_hz_per_s,12,2.1285844727208048,5.90003780839054
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,58380,raw_rms_hz,12,345.3113887338976,1697.7435146701075
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,58380,score_orbit_hz,12,18.84429229656753,78.34733539026139
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,58380,abs_delta_k_orbit_hz_per_s,12,1.832790130814947,9.53617304166999
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,60265,raw_rms_hz,12,465.2134342994243,986.1337935793965
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,60265,score_orbit_hz,12,3.2774188100537267,12.418142357569005
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,60265,abs_delta_k_orbit_hz_per_s,12,0.6528202904651308,5.078010499208838
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65405,raw_rms_hz,12,456.73452765673846,1282.1733999699156
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65405,score_orbit_hz,12,3.4902023410835303,19.02436456953048
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65405,abs_delta_k_orbit_hz_per_s,12,2.7154604669729303,6.945678019480757
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65407,raw_rms_hz,12,614.2885518547282,2007.6263069081253
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65407,score_orbit_hz,12,24.9399146285158,113.35262716848068
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65407,abs_delta_k_orbit_hz_per_s,12,6.384080717085787,10.002481170837873
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65409,raw_rms_hz,12,479.13846377590824,1215.59145705848
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65409,score_orbit_hz,12,13.419858863225269,85.79671322830221
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65409,abs_delta_k_orbit_hz_per_s,12,3.551602919198799,7.758056061763355
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65410,raw_rms_hz,12,491.26085132161404,1842.658369492179
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65410,score_orbit_hz,12,24.316627459010398,139.3312859120948
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65410,abs_delta_k_orbit_hz_per_s,12,4.996644230080561,8.8855484423645
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65411,raw_rms_hz,12,589.6943124477241,2021.1780495685784
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65411,score_orbit_hz,12,22.124786187629436,161.1584878227886
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65411,abs_delta_k_orbit_hz_per_s,12,5.963114862225161,10.001943082501818
EXPLORATORY_APRIL_MAY,6-9 h,satellite_norad_id,65421,raw_rms_hz,12,138.56954861215314,836.6241335089494
