experiment_family,orbit_unit_id,A_id,A_name,B_class,B_identity_or_perturbation_definition,segment_or_pass_id,evaluation_time,selected_causal_A_GP_ID,selected_causal_A_GP_EPOCH,selected_causal_A_GP_CREATION_DATE,A_causal_GP_reconstructable,B_reconstructable,randomness_reconstructable,primary_or_sensitivity_role,include_in_R3,exclusion_reason,selection_uses_causal_A_result,selection_rule,A_reconstruction_rule,B_reconstruction_rule,planned_primary_realization_rows,planned_endpoint_rows,planned_diagnostic_rows,planned_sensitivity_rows_available_not_in_core_R3
controlled_altitude_difference_synthetic_B,orbit_unit_19b54ae915fb4b12e26fbc62,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-10km,same_tle_65421_20260310T064225Z:segment:3,2026-03-10T06:45:54.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1a3847d3ce2dbf750f30c99f,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65410_20260312T085425Z:segment:3,2026-03-12T08:57:54.500000Z,315679831,2026-03-11T16:54:40.030272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1a61d163e1d68cf96e38cb99,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+2km,same_tle_65686_20260312T121505Z:segment:2,2026-03-12T12:17:34.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1ad0338c12e81dcf562a18aa,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-2km,same_tle_65410_20260311T110240Z:segment:3,2026-03-11T11:06:09.500000Z,315555532,2026-03-10T17:24:38.025504Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1af9047b5f1a3511468caf8c,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+50km,same_tle_65409_20260310T064055Z:segment:3,2026-03-10T06:44:24.500000Z,315434187,2026-03-09T17:55:17.144544Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1c3afa2b436f61e9a34d497e,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+10km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1d4cd5e8f7bed996791dac46,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-10km,same_tle_65686_20260310T131505Z:segment:2,2026-03-10T13:17:34.500000Z,315485957,2026-03-10T00:29:40.547616Z,2026-03-10T09:52:28Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_1db8dbc83919c44a023b10ce,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+0km,same_tle_65410_20260312T085425Z:segment:3,2026-03-12T08:57:54.500000Z,315679831,2026-03-11T16:54:40.030272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,0,60,120
controlled_altitude_difference_synthetic_B,orbit_unit_1f6bde3e365d98903139cf85,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-10km,same_tle_65410_20260311T110240Z:segment:3,2026-03-11T11:06:09.500000Z,315555532,2026-03-10T17:24:38.025504Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2096590a2716ff52b2c471a7,44714,STARLINK-1008,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_44714_20260312T044740Z:segment:3,2026-03-12T04:51:09.500000Z,315665530,2026-03-11T12:49:19.719264Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_20aac10f8879d59b257891be,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-5km,same_tle_65686_20260312T121505Z:segment:2,2026-03-12T12:17:34.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_21fe09de21d8bac2d32a9fe7,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-100km,same_tle_65409_20260310T113340Z:segment:3,2026-03-10T11:37:09.500000Z,315434187,2026-03-09T17:55:17.144544Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_23235fe4183d87fb128c05e8,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-20km,same_tle_65409_20260312T054045Z:segment:2,2026-03-12T05:43:14.500000Z,315679331,2026-03-11T20:03:20.806272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2454efedbe2b4c146ac36c1c,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_65410_20260310T131135Z:segment:2,2026-03-10T13:14:04.500000Z,315434688,2026-03-09T16:20:35.643840Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2476edfaa6d10a6b15667dd5,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-100km,same_tle_65421_20260310T064225Z:segment:3,2026-03-10T06:45:54.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_24dc44c52e25ef861f0f786a,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-5km,same_tle_65409_20260312T054045Z:segment:2,2026-03-12T05:43:14.500000Z,315679331,2026-03-11T20:03:20.806272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_262e462ce54f12f06223a1fb,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-50km,same_tle_65410_20260312T085425Z:segment:3,2026-03-12T08:57:54.500000Z,315679831,2026-03-11T16:54:40.030272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_26335abb52c1f826482f9e03,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2a0f2654b7f8156be143251e,44714,STARLINK-1008,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_44714_20260310T023440Z:segment:2,2026-03-10T02:37:09.500000Z,315393241,2026-03-09T13:49:15.828096Z,2026-03-09T22:56:35Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2a3462e7cdd9353d1c919dc8,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+5km,same_tle_65686_20260310T131505Z:segment:2,2026-03-10T13:17:34.500000Z,315485957,2026-03-10T00:29:40.547616Z,2026-03-10T09:52:28Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2aec8a4115d346f393ab960d,44714,STARLINK-1008,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-20km,same_tle_44714_20260310T023440Z:segment:2,2026-03-10T02:37:09.500000Z,315393241,2026-03-09T13:49:15.828096Z,2026-03-09T22:56:35Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2ba38718dd0b0a254d662465,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_65409_20260312T054045Z:segment:2,2026-03-12T05:43:14.500000Z,315679331,2026-03-11T20:03:20.806272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2d8b60f97c93de2a7a2494e8,44714,STARLINK-1008,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-10km,same_tle_44714_20260310T090420Z:segment:3,2026-03-10T09:07:49.500000Z,315443210,2026-03-09T21:39:16.344864Z,2026-03-10T08:26:21Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_2f2a32c7c28867ee9878c1bb,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+50km,same_tle_65686_20260312T152900Z:segment:3,2026-03-12T15:32:29.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_30656c2d9b66677759aa2aba,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+100km,same_tle_65409_20260312T054045Z:segment:2,2026-03-12T05:43:14.500000Z,315679331,2026-03-11T20:03:20.806272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_32d463784d9947bb0a181940,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_33043f44db0192a738508f4c,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-100km,same_tle_65409_20260311T110325Z:segment:3,2026-03-11T11:06:54.500000Z,315556031,2026-03-10T20:33:19.547136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_333fddf931c9de1837636614,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-2km,same_tle_65686_20260312T121505Z:segment:2,2026-03-12T12:17:34.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_33c927fc472951a1d7040d0f,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65410_20260310T064015Z:segment:3,2026-03-10T06:43:44.500000Z,315434688,2026-03-09T16:20:35.643840Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_34cead39e2db07e8bbc9ec3b,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+20km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_36b185c7d6e107dc2106fede,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+5km,same_tle_65421_20260310T131350Z:segment:2,2026-03-10T13:16:19.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3731f08bfb3dfb7e4c13ac57,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+0km,same_tle_65421_20260310T131350Z:segment:2,2026-03-10T13:16:19.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,0,60,120
controlled_altitude_difference_synthetic_B,orbit_unit_374f85e3dc0faa5c6be0ac97,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65421_20260310T064225Z:segment:3,2026-03-10T06:45:54.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_377425f9759cc344a1c9fe9d,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65410_20260311T110240Z:segment:3,2026-03-11T11:06:09.500000Z,315555532,2026-03-10T17:24:38.025504Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_39faf6b4d77b52d69d47a835,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+20km,same_tle_65421_20260311T110455Z:segment:3,2026-03-11T11:08:24.500000Z,315556037,2026-03-10T20:34:46.163136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3a08c48ab686f0a11ddb65d1,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-50km,same_tle_65686_20260312T121505Z:segment:2,2026-03-12T12:17:34.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3a6d8ae8cc5ab39c37dff701,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+50km,same_tle_65409_20260311T110325Z:segment:3,2026-03-11T11:06:54.500000Z,315556031,2026-03-10T20:33:19.547136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3ac46a5572e9ad1ab171b4e8,65686,STARLINK-35137,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-100km,same_tle_65686_20260312T121505Z:segment:2,2026-03-12T12:17:34.500000Z,315682814,2026-03-11T21:55:43.056192Z,2026-03-12T07:26:32Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3ad3a1928f08326bf59dab43,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_65421_20260311T110455Z:segment:3,2026-03-11T11:08:24.500000Z,315556037,2026-03-10T20:34:46.163136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3cb046c8ac4f719077e78b42,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-50km,same_tle_65421_20260311T110455Z:segment:3,2026-03-11T11:08:24.500000Z,315556037,2026-03-10T20:34:46.163136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3cd7392133f06e862307b00d,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+1km,same_tle_65421_20260310T064225Z:segment:3,2026-03-10T06:45:54.500000Z,315434193,2026-03-09T17:56:44.636640Z,2026-03-10T03:44:43Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3d1f2dc02af11ab000a3a7c2,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+20km,same_tle_65410_20260312T085425Z:segment:3,2026-03-12T08:57:54.500000Z,315679831,2026-03-11T16:54:40.030272Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_3d22c5180c6c8b757969d4b6,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+0km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,0,60,120
controlled_altitude_difference_synthetic_B,orbit_unit_3eec782b0536289e00dd7045,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-10km,same_tle_65421_20260311T110455Z:segment:3,2026-03-11T11:08:24.500000Z,315556037,2026-03-10T20:34:46.163136Z,2026-03-11T02:43:10Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_4065e50930179a8ac67f3734,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+100km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_41bebe4dbe561745e3373b05,44714,STARLINK-1008,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+20km,same_tle_44714_20260310T023440Z:segment:2,2026-03-10T02:37:09.500000Z,315393241,2026-03-09T13:49:15.828096Z,2026-03-09T22:56:35Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
controlled_altitude_difference_synthetic_B,orbit_unit_429d035eb7777e87c43b3cf2,65421,STARLINK-35146,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+2km,same_tle_65421_20260312T085635Z:segment:3,2026-03-12T09:00:04.500000Z,315679337,2026-03-11T13:48:47.386944Z,2026-03-12T03:14:55Z,True,True,True,PRIMARY_CORE,True,,False,INCLUDE_ALL_R0_CORE_UNITS,"latest CREATION_DATE<=evaluation_time, then latest EPOCH, then GP_ID","Perturb(A_causal, frozen original factor/rule); do not preserve legacy absolute B state",60,60,0,120
