analysis_split,freshness_bin,metric,n,median,p90,p95,p99,minimum,maximum,p99_support_status
CONFIRMATORY_JUNE,0-6 h,raw_rms_hz,112,194.43881162541618,1061.7410752550263,1482.3705894830211,2487.9362736367566,1.0415165984143675,6055.900095384761,REPORTED
CONFIRMATORY_JUNE,0-6 h,abs_delta_b_orbit_hz,112,193.16278684334674,1005.599762112977,1479.7566585978518,2484.377904058362,0.4479690926973936,6037.4692639522855,REPORTED
CONFIRMATORY_JUNE,0-6 h,abs_delta_k_orbit_hz_per_s,112,1.322424717695861,6.788307324656106,8.852204255296215,19.025853253260184,0.0148767566126153,20.05138901589978,REPORTED
CONFIRMATORY_JUNE,0-6 h,score_orbit_hz,112,7.6313613312201936,63.91302198351019,106.7531105326456,298.6600643972757,0.0288832954538178,470.5035050335976,REPORTED
CONFIRMATORY_JUNE,0-6 h,explained_fraction,112,0.9977193850120669,0.9999124757900271,0.9999522972655476,0.999991374282429,0.9418818898657416,0.9999964399046802,REPORTED
CONFIRMATORY_JUNE,6-9 h,raw_rms_hz,119,301.4273109554708,2040.7448756282354,6763.990378177582,16049.483723095409,5.032281578281419,58217.48759898815,REPORTED
CONFIRMATORY_JUNE,6-9 h,abs_delta_b_orbit_hz,119,300.38037062472984,2037.404161009242,6730.603785105206,15907.676908752524,4.555380805594021,57926.99044358924,REPORTED
CONFIRMATORY_JUNE,6-9 h,abs_delta_k_orbit_hz_per_s,119,1.615767360225291,12.679512936649099,21.854336569002857,213.43499699380655,0.0174852081734566,231.13876103290747,REPORTED
CONFIRMATORY_JUNE,6-9 h,score_orbit_hz,119,13.67105777600313,107.37874667837494,310.7936105279252,722.6762442977808,0.3725263713833734,4277.222598182923,REPORTED
CONFIRMATORY_JUNE,6-9 h,explained_fraction,119,0.9975919817536772,0.9998818352498309,0.9999348930937413,0.999976305677132,0.9887663283217276,0.9999834226868288,REPORTED
CONFIRMATORY_JUNE,9-12 h,raw_rms_hz,117,499.961174238627,4192.148152292488,6868.6732559832835,31859.88170311056,18.543786264337605,41697.763420152485,REPORTED
CONFIRMATORY_JUNE,9-12 h,abs_delta_b_orbit_hz,117,497.33721423539936,4040.786803686429,6536.97039025103,31743.38035212782,15.310455885089809,41541.269196119465,REPORTED
CONFIRMATORY_JUNE,9-12 h,abs_delta_k_orbit_hz_per_s,117,1.684744767219791,36.98081866850874,84.17055617374301,124.89294132181436,0.0018267866040839,145.4767351270542,REPORTED
CONFIRMATORY_JUNE,9-12 h,score_orbit_hz,117,11.16477115098319,231.99879674282934,385.1299791716281,2384.2169462977704,0.2403546260366599,3306.863309563136,REPORTED
CONFIRMATORY_JUNE,9-12 h,explained_fraction,117,0.9992015961649584,0.9999591542883898,0.9999794461982944,0.9999847746059217,0.9817763373998692,0.9999902900659744,REPORTED
CONFIRMATORY_JUNE,12-18 h,raw_rms_hz,120,775.8004999686825,4751.155924423008,8804.49169370479,206253.2730353472,37.86225412009313,361020.0127736746,REPORTED
CONFIRMATORY_JUNE,12-18 h,abs_delta_b_orbit_hz,120,742.9874654832431,4737.281564087163,8776.194135775328,203550.02084861224,29.48183128482005,361003.35740408336,REPORTED
CONFIRMATORY_JUNE,12-18 h,abs_delta_k_orbit_hz_per_s,120,4.726281421213541,27.990682990327848,33.915642864871835,742.8279074055448,0.0216261612051448,2105.987569359408,REPORTED
