satellite_norad_id,month,freshness_bin,satellite_name,analysis_role,segment_units,selected_passes,min_age_h,median_age_h,max_age_h,support_status
65407,2026-04,6-9 h,STARLINK-35035,EXPLORATORY,6,2,6.663744097777777,7.512698528888889,8.35665296,AVAILABLE
65407,2026-04,9-12 h,STARLINK-35035,EXPLORATORY,6,2,11.213423928888888,11.233597911111112,11.293771893333334,AVAILABLE
65407,2026-04,12-18 h,STARLINK-35035,EXPLORATORY,6,2,16.012199866666666,16.859977644444445,17.707755422222224,AVAILABLE
65407,2026-04,18-24 h,STARLINK-35035,EXPLORATORY,6,2,19.276922088888888,20.805162879999997,22.33979256,AVAILABLE
65407,2026-04,24-36 h,STARLINK-35035,EXPLORATORY,3,1,26.896931653333333,26.921653875555556,26.946653875555555,AVAILABLE
65407,2026-05,0-6 h,STARLINK-35035,EXPLORATORY,6,2,3.3881545777777777,4.225237911111111,5.071765688888888,AVAILABLE
65407,2026-05,6-9 h,STARLINK-35035,EXPLORATORY,6,2,8.280098968888888,8.312321884444444,8.344267022222223,AVAILABLE
65407,2026-05,9-12 h,STARLINK-35035,EXPLORATORY,6,2,9.66482032,10.50495920888889,11.351486986666668,AVAILABLE
65407,2026-05,12-18 h,STARLINK-35035,EXPLORATORY,6,2,12.79656288,12.88680271111111,12.98482032,AVAILABLE
65407,2026-05,18-24 h,STARLINK-35035,EXPLORATORY,6,2,19.292870675555555,19.323757328888888,19.35047731555556,AVAILABLE
65407,2026-05,24-36 h,STARLINK-35035,EXPLORATORY,6,2,25.52912678222222,26.377460115555554,27.191071226666665,AVAILABLE
65407,2026-06,0-6 h,STARLINK-35035,CONFIRMATORY,6,2,3.3745150844444445,4.189098417777778,5.0372928622222215,AVAILABLE
65407,2026-06,6-9 h,STARLINK-35035,CONFIRMATORY,6,2,6.607292862222222,7.45507064,8.302848417777778,AVAILABLE
65407,2026-06,9-12 h,STARLINK-35035,CONFIRMATORY,6,2,11.21380136,11.260544697777778,11.331176924444444,AVAILABLE
65407,2026-06,12-18 h,STARLINK-35035,CONFIRMATORY,6,2,12.902010257777777,13.749371368888887,14.596176924444444,AVAILABLE
65407,2026-06,18-24 h,STARLINK-35035,CONFIRMATORY,6,2,19.05480887111111,19.88494776,20.731753315555554,AVAILABLE
65407,2026-06,24-36 h,STARLINK-35035,CONFIRMATORY,6,2,25.566753315555555,30.17027733777778,34.75769024888889,AVAILABLE
47767,2026-04,0-6 h,STARLINK-2185,EXPLORATORY,6,2,3.361812311111111,4.128267213333333,4.891388782222222,AVAILABLE
47767,2026-04,6-9 h,STARLINK-2185,EXPLORATORY,6,2,6.397500053333333,7.322402671111111,8.266194177777779,AVAILABLE
47767,2026-04,9-12 h,STARLINK-2185,EXPLORATORY,6,2,9.56579848,10.37454848,11.21329848,AVAILABLE
47767,2026-04,12-18 h,STARLINK-2185,EXPLORATORY,6,2,12.772742924444444,15.172632862222223,17.571967244444444,AVAILABLE
47767,2026-04,18-24 h,STARLINK-2185,EXPLORATORY,6,2,19.131411688888885,21.446622159999997,23.77433263111111,AVAILABLE
47767,2026-04,24-36 h,STARLINK-2185,EXPLORATORY,3,1,25.33294374222222,25.358221519999997,25.383499297777774,AVAILABLE
47767,2026-05,0-6 h,STARLINK-2185,EXPLORATORY,6,2,2.0427293333333334,3.5318423511111114,5.040399813333334,AVAILABLE
47767,2026-05,6-9 h,STARLINK-2185,EXPLORATORY,6,2,6.598177591111111,7.432760924444445,8.261788702222223,AVAILABLE
47767,2026-05,9-12 h,STARLINK-2185,EXPLORATORY,6,2,9.551716942222223,10.374633608888889,11.20949472,AVAILABLE
47767,2026-05,12-18 h,STARLINK-2185,EXPLORATORY,6,2,12.76699448,13.602272257777777,14.43699448,AVAILABLE
47767,2026-05,18-24 h,STARLINK-2185,EXPLORATORY,6,2,19.071356684444442,19.753699515555553,20.441042346666666,AVAILABLE
47767,2026-05,24-36 h,STARLINK-2185,EXPLORATORY,6,2,25.219097902222224,26.056597902222222,26.85187568,AVAILABLE
47767,2026-06,0-6 h,STARLINK-2185,CONFIRMATORY,6,2,3.3397277066666664,4.168005302222222,5.008227342222222,AVAILABLE
47767,2026-06,6-9 h,STARLINK-2185,CONFIRMATORY,6,2,6.568271475555555,7.399521475555555,8.227438142222221,AVAILABLE
47767,2026-06,9-12 h,STARLINK-2185,CONFIRMATORY,6,2,9.75778326222222,9.778805564444443,9.798994533333332,AVAILABLE
47767,2026-06,12-18 h,STARLINK-2185,CONFIRMATORY,6,2,14.283731644444446,15.115953866666668,15.947620533333334,AVAILABLE
47767,2026-06,18-24 h,STARLINK-2185,CONFIRMATORY,6,2,19.00901857777778,19.05862965777778,19.079074071111112,AVAILABLE
47767,2026-06,24-36 h,STARLINK-2185,CONFIRMATORY,6,2,34.261231404444445,35.07206473777778,35.904564737777775,AVAILABLE
65405,2026-04,0-6 h,STARLINK-34830,EXPLORATORY,6,2,5.013866817777778,5.047052475555556,5.080515911111111,AVAILABLE
65405,2026-04,6-9 h,STARLINK-34830,EXPLORATORY,6,2,6.6453345511111115,7.49463924,8.341999484444445,AVAILABLE
65405,2026-04,9-12 h,STARLINK-34830,EXPLORATORY,6,2,9.911167404444445,9.93116677777778,9.948388373333334,AVAILABLE
65405,2026-04,12-18 h,STARLINK-34830,EXPLORATORY,6,2,12.859234275555554,13.707012053333333,14.55478983111111,AVAILABLE
65405,2026-04,18-24 h,STARLINK-34830,EXPLORATORY,6,2,22.25923255111111,23.10687144,23.954510328888887,AVAILABLE
65405,2026-04,24-36 h,STARLINK-34830,EXPLORATORY,6,2,25.319745955555554,26.138218177777777,26.985857066666664,AVAILABLE
65405,2026-05,0-6 h,STARLINK-34830,EXPLORATORY,6,2,2.041366924444444,3.6133731822222224,5.19287944,AVAILABLE
65405,2026-05,6-9 h,STARLINK-34830,EXPLORATORY,6,2,6.515532613333334,6.66267824888889,6.808434995555555,AVAILABLE
65405,2026-05,9-12 h,STARLINK-34830,EXPLORATORY,6,2,9.764421502222223,10.611782613333334,11.45858816888889,AVAILABLE
65405,2026-05,12-18 h,STARLINK-34830,EXPLORATORY,6,2,14.35582392,15.189296142222222,16.035546142222223,AVAILABLE
65405,2026-05,18-24 h,STARLINK-34830,EXPLORATORY,6,2,19.22027529777778,19.285678257777782,19.34108121777778,AVAILABLE
65405,2026-05,24-36 h,STARLINK-34830,EXPLORATORY,0,0,,,,LIMITED_SUPPORT
65405,2026-06,0-6 h,STARLINK-34830,CONFIRMATORY,6,2,3.2633332266666666,4.1031943377777775,4.9486110044444445,AVAILABLE
65405,2026-06,6-9 h,STARLINK-34830,CONFIRMATORY,6,2,6.14944456,6.363750004444444,6.580833226666667,AVAILABLE
65405,2026-06,9-12 h,STARLINK-34830,CONFIRMATORY,6,2,9.91961678222222,10.585436337777777,11.291255893333334,AVAILABLE
65405,2026-06,12-18 h,STARLINK-34830,CONFIRMATORY,6,2,12.859867004444444,13.70653367111111,14.553200337777778,AVAILABLE
65405,2026-06,18-24 h,STARLINK-34830,CONFIRMATORY,6,2,19.289916986666665,21.04023624888889,22.80333328888889,AVAILABLE
65405,2026-06,24-36 h,STARLINK-34830,CONFIRMATORY,6,2,24.371388844444446,25.217916622222223,26.064444400000003,AVAILABLE
48672,2026-04,0-6 h,STARLINK-2705,EXPLORATORY,6,2,3.414285146666667,4.253582177777778,5.094823653333333,AVAILABLE
48672,2026-04,6-9 h,STARLINK-2705,EXPLORATORY,6,2,6.666490319999999,7.513018097777778,8.35510143111111,AVAILABLE
48672,2026-04,9-12 h,STARLINK-2705,EXPLORATORY,6,2,11.234946062222223,11.264900795555556,11.296244417777778,AVAILABLE
48672,2026-04,12-18 h,STARLINK-2705,EXPLORATORY,6,2,14.355237653333333,15.150654320000001,16.003848764444445,AVAILABLE
48672,2026-04,18-24 h,STARLINK-2705,EXPLORATORY,6,2,19.301778933333335,19.32672497777778,19.350004355555555,AVAILABLE
48672,2026-04,24-36 h,STARLINK-2705,EXPLORATORY,0,0,,,,LIMITED_SUPPORT
48672,2026-05,0-6 h,STARLINK-2705,EXPLORATORY,6,2,3.400591271111111,4.245164115555555,5.093625848888889,AVAILABLE
48672,2026-05,6-9 h,STARLINK-2705,EXPLORATORY,6,2,6.664181404444444,7.4951179422222225,8.324943368888889,AVAILABLE
48672,2026-05,9-12 h,STARLINK-2705,EXPLORATORY,6,2,9.64088167111111,9.790829186666667,9.936054480000001,AVAILABLE
48672,2026-05,12-18 h,STARLINK-2705,EXPLORATORY,6,2,12.783165493333332,13.620248826666666,14.465665493333333,AVAILABLE
48672,2026-05,18-24 h,STARLINK-2705,EXPLORATORY,6,2,19.155984524444445,19.25818612,19.334276604444447,AVAILABLE
48672,2026-05,24-36 h,STARLINK-2705,EXPLORATORY,0,0,,,,LIMITED_SUPPORT
48672,2026-06,0-6 h,STARLINK-2705,CONFIRMATORY,3,1,5.0072400888888895,5.0377956444444445,5.068628977777778,AVAILABLE
48672,2026-06,6-9 h,STARLINK-2705,CONFIRMATORY,6,2,8.291753697777777,8.322573182222222,8.352281555555555,AVAILABLE
48672,2026-06,9-12 h,STARLINK-2705,CONFIRMATORY,6,2,11.20383552888889,11.22088172888889,11.27931681777778,AVAILABLE
48672,2026-06,12-18 h,STARLINK-2705,CONFIRMATORY,6,2,12.847372373333334,13.69403904,14.540705706666667,AVAILABLE
48672,2026-06,18-24 h,STARLINK-2705,CONFIRMATORY,6,2,19.23555870222222,20.082364257777776,20.90055870222222,AVAILABLE
48672,2026-06,24-36 h,STARLINK-2705,CONFIRMATORY,6,2,25.507685297777776,25.542029924444442,25.574985662222222,AVAILABLE
48111,2026-04,0-6 h,STARLINK-2448,EXPLORATORY,6,2,2.065603511111111,3.5583432888888886,5.073860844444445,AVAILABLE
48111,2026-04,6-9 h,STARLINK-2448,EXPLORATORY,6,2,6.644899831111111,7.488233164444445,8.327677608888889,AVAILABLE
48111,2026-04,9-12 h,STARLINK-2448,EXPLORATORY,6,2,9.636935191111112,9.791448946666668,9.925962702222224,AVAILABLE
48111,2026-04,12-18 h,STARLINK-2448,EXPLORATORY,6,2,12.770987404444444,15.276361444444445,17.74867992888889,AVAILABLE
48111,2026-04,18-24 h,STARLINK-2448,EXPLORATORY,6,2,19.221577191111113,19.268037102222223,19.30255256888889,AVAILABLE
48111,2026-04,24-36 h,STARLINK-2448,EXPLORATORY,6,2,26.83040725333333,27.669851697777776,28.51290725333333,AVAILABLE
48111,2026-05,0-6 h,STARLINK-2448,EXPLORATORY,6,2,4.996658728888889,5.031333373333333,5.066563573333333,AVAILABLE
48111,2026-05,6-9 h,STARLINK-2448,EXPLORATORY,6,2,6.632396906666666,7.474619128888888,8.313508017777778,AVAILABLE
48111,2026-05,9-12 h,STARLINK-2448,EXPLORATORY,6,2,9.608033279999999,10.410116613333333,11.256088835555556,AVAILABLE
48111,2026-05,12-18 h,STARLINK-2448,EXPLORATORY,6,2,12.820255502222222,13.663588835555554,14.506922168888888,AVAILABLE
48111,2026-05,18-24 h,STARLINK-2448,EXPLORATORY,6,2,19.18267471111111,19.22565442666667,19.258571093333334,AVAILABLE
48111,2026-05,24-36 h,STARLINK-2448,EXPLORATORY,6,2,25.389429484444445,26.232207262222225,27.041373928888888,AVAILABLE
48111,2026-06,0-6 h,STARLINK-2448,CONFIRMATORY,6,2,4.9758344,5.010526088888889,5.045773333333333,AVAILABLE
48111,2026-06,6-9 h,STARLINK-2448,CONFIRMATORY,6,2,6.608828888888889,7.448134324444444,8.284661982222222,AVAILABLE
48111,2026-06,9-12 h,STARLINK-2448,CONFIRMATORY,6,2,9.839167733333333,9.861081524444444,9.875495315555556,AVAILABLE
48111,2026-06,12-18 h,STARLINK-2448,CONFIRMATORY,6,2,15.81816544888889,15.852191035555556,15.914272177777779,AVAILABLE
48111,2026-06,18-24 h,STARLINK-2448,CONFIRMATORY,6,2,19.099549955555553,19.166576768888888,19.22165913777778,AVAILABLE
48111,2026-06,24-36 h,STARLINK-2448,CONFIRMATORY,6,2,26.69525546666667,27.522894355555557,28.3610888,AVAILABLE
65693,2026-04,0-6 h,STARLINK-35060,EXPLORATORY,6,2,3.4092932355555554,4.242955875555555,5.079118515555556,AVAILABLE
65693,2026-04,6-9 h,STARLINK-35060,EXPLORATORY,6,2,6.66010376,7.5092776,8.354006995555556,AVAILABLE
65693,2026-04,9-12 h,STARLINK-35060,EXPLORATORY,6,2,9.650368586666666,10.481479697777775,11.328146364444443,AVAILABLE
65693,2026-04,12-18 h,STARLINK-35060,EXPLORATORY,6,2,12.898701919999999,13.746201919999999,14.593146364444443,AVAILABLE
65693,2026-04,18-24 h,STARLINK-35060,EXPLORATORY,6,2,19.28386312,19.314415142222224,19.34274494222222,AVAILABLE
65693,2026-04,24-36 h,STARLINK-35060,EXPLORATORY,6,2,25.52232654222222,26.36968765333333,27.190937653333332,AVAILABLE
65693,2026-05,0-6 h,STARLINK-35060,EXPLORATORY,6,2,5.030434426666666,5.063750453333333,5.097344257777777,AVAILABLE
65693,2026-05,6-9 h,STARLINK-35060,EXPLORATORY,6,2,6.669010924444445,7.515538822222222,8.357066719999999,AVAILABLE
65693,2026-05,9-12 h,STARLINK-35060,EXPLORATORY,6,2,11.213278773333334,11.234098,11.294083893333335,AVAILABLE
65693,2026-05,12-18 h,STARLINK-35060,EXPLORATORY,6,2,12.77950095111111,14.476879604444445,16.20148048,AVAILABLE
65693,2026-05,18-24 h,STARLINK-35060,EXPLORATORY,6,2,19.179886142222223,19.25955465777778,19.332834284444445,AVAILABLE
65693,2026-05,24-36 h,STARLINK-35060,EXPLORATORY,6,2,33.164251173333334,33.99689006222222,34.84341784,AVAILABLE
65693,2026-06,0-6 h,STARLINK-35060,CONFIRMATORY,6,2,3.3977412266666667,4.235438644444445,5.0786916177777774,AVAILABLE
65693,2026-06,6-9 h,STARLINK-35060,CONFIRMATORY,6,2,8.0791364,8.105675591111112,8.138603671111111,AVAILABLE
65693,2026-06,9-12 h,STARLINK-35060,CONFIRMATORY,6,2,9.708048115555556,10.555270337777777,11.402770337777778,AVAILABLE
65693,2026-06,12-18 h,STARLINK-35060,CONFIRMATORY,6,2,14.367517502222222,14.424160288888888,14.486914186666667,AVAILABLE
65693,2026-06,18-24 h,STARLINK-35060,CONFIRMATORY,6,2,19.06694184,19.223872337777777,19.35358061333333,AVAILABLE
65693,2026-06,24-36 h,STARLINK-35060,CONFIRMATORY,6,2,33.15833592888889,33.97111370666667,34.81972481777778,AVAILABLE
60265,2026-04,0-6 h,STARLINK-32120,EXPLORATORY,6,2,5.048277706666667,5.146538208888889,5.232854266666666,AVAILABLE
60265,2026-04,6-9 h,STARLINK-32120,EXPLORATORY,6,2,8.074466933333333,8.095629755555557,8.119292577777777,AVAILABLE
60265,2026-04,9-12 h,STARLINK-32120,EXPLORATORY,6,2,9.685022488888889,10.476101262222222,11.239680035555555,AVAILABLE
60265,2026-04,12-18 h,STARLINK-32120,EXPLORATORY,6,2,14.390028871111111,15.235862204444445,16.082251093333333,AVAILABLE
60265,2026-04,18-24 h,STARLINK-32120,EXPLORATORY,6,2,19.29507854222222,19.320727608888888,19.341932231111112,AVAILABLE
60265,2026-04,24-36 h,STARLINK-32120,EXPLORATORY,6,2,26.885843608888887,27.720010275555552,28.566121386666666,AVAILABLE
60265,2026-05,0-6 h,STARLINK-32120,EXPLORATORY,6,2,3.404512417777778,4.247567973333333,5.0947901955555555,AVAILABLE
60265,2026-05,6-9 h,STARLINK-32120,EXPLORATORY,6,2,6.667290195555556,7.514373528888889,8.357567973333333,AVAILABLE
60265,2026-05,9-12 h,STARLINK-32120,EXPLORATORY,6,2,9.937387484444443,10.596063568888887,11.296128542222222,AVAILABLE
60265,2026-05,12-18 h,STARLINK-32120,EXPLORATORY,6,2,12.847529546666667,13.669057324444445,14.509473991111111,AVAILABLE
60265,2026-05,18-24 h,STARLINK-32120,EXPLORATORY,6,2,19.31473837333333,19.338634266666666,19.361141271111112,AVAILABLE
60265,2026-05,24-36 h,STARLINK-32120,EXPLORATORY,6,2,26.91080808888889,27.744696977777778,28.59164142222222,AVAILABLE
60265,2026-06,0-6 h,STARLINK-32120,CONFIRMATORY,6,2,5.011920426666666,5.053564568888889,5.095486488888889,AVAILABLE
60265,2026-06,6-9 h,STARLINK-32120,CONFIRMATORY,6,2,6.646087093333334,7.402566404444444,8.150990160000001,AVAILABLE
60265,2026-06,9-12 h,STARLINK-32120,CONFIRMATORY,6,2,9.72099016,10.569045715555555,11.417101271111111,AVAILABLE
60265,2026-06,12-18 h,STARLINK-32120,CONFIRMATORY,6,2,12.811598631111112,13.654098631111111,14.501043075555556,AVAILABLE
60265,2026-06,18-24 h,STARLINK-32120,CONFIRMATORY,6,2,19.201714373333335,19.306656502222225,19.361043075555557,AVAILABLE
60265,2026-06,24-36 h,STARLINK-32120,CONFIRMATORY,0,0,,,,LIMITED_SUPPORT
58380,2026-04,0-6 h,STARLINK-30915,EXPLORATORY,6,2,3.4006729511111113,4.2501327955555555,5.104037084444444,AVAILABLE
58380,2026-04,6-9 h,STARLINK-30915,EXPLORATORY,6,2,6.675703751111111,7.52209264,8.361814862222221,AVAILABLE
58380,2026-04,9-12 h,STARLINK-30915,EXPLORATORY,6,2,9.64480336,10.456192248888888,11.305081137777776,AVAILABLE
58380,2026-04,12-18 h,STARLINK-30915,EXPLORATORY,6,2,12.780272124444444,13.602494346666667,14.449716568888888,AVAILABLE
58380,2026-04,18-24 h,STARLINK-30915,EXPLORATORY,6,2,19.28443879111111,19.98722016,20.69139041777778,AVAILABLE
58380,2026-04,24-36 h,STARLINK-30915,EXPLORATORY,0,0,,,,LIMITED_SUPPORT
58380,2026-05,0-6 h,STARLINK-30915,EXPLORATORY,6,2,5.021740817777777,5.054712488888889,5.088239715555556,AVAILABLE
58380,2026-05,6-9 h,STARLINK-30915,EXPLORATORY,6,2,6.659906382222222,7.506711937777778,8.35018416,AVAILABLE
58380,2026-05,9-12 h,STARLINK-30915,EXPLORATORY,6,2,9.934906382222222,10.591071013333334,11.294735644444446,AVAILABLE
58380,2026-05,12-18 h,STARLINK-30915,EXPLORATORY,6,2,12.849570204444444,12.882848262222222,12.916404097777777,AVAILABLE
58380,2026-05,18-24 h,STARLINK-30915,EXPLORATORY,6,2,19.236096293333333,20.082624071111113,20.914707404444446,AVAILABLE
58380,2026-05,24-36 h,STARLINK-30915,EXPLORATORY,6,2,25.531667057777778,26.380694835555555,27.19138928,AVAILABLE
58380,2026-06,0-6 h,STARLINK-30915,CONFIRMATORY,6,2,3.788888782222222,4.62916656,5.473333226666667,AVAILABLE
58380,2026-06,6-9 h,STARLINK-30915,CONFIRMATORY,6,2,6.125555671111111,7.1758122222222225,8.229402106666667,AVAILABLE
58380,2026-06,9-12 h,STARLINK-30915,CONFIRMATORY,6,2,9.800790995555557,10.646902106666667,11.487735440000002,AVAILABLE
58380,2026-06,12-18 h,STARLINK-30915,CONFIRMATORY,6,2,12.791353226666665,13.62690878222222,14.47329767111111,AVAILABLE
58380,2026-06,18-24 h,STARLINK-30915,CONFIRMATORY,6,2,19.29399426666667,19.32475708,19.35107544888889,AVAILABLE
58380,2026-06,24-36 h,STARLINK-30915,CONFIRMATORY,6,2,34.63262177777778,34.69993527555555,34.77724877333333,AVAILABLE
48458,2026-04,0-6 h,STARLINK-2698,EXPLORATORY,6,2,1.7713890044444445,3.4343819599999996,5.097930471111111,AVAILABLE
48458,2026-04,6-9 h,STARLINK-2698,EXPLORATORY,6,2,6.669597137777777,7.5161249155555545,8.357374915555555,AVAILABLE
48458,2026-04,9-12 h,STARLINK-2698,EXPLORATORY,6,2,9.65300311111111,10.486058666666665,11.332447555555554,AVAILABLE
48458,2026-04,12-18 h,STARLINK-2698,EXPLORATORY,6,2,12.903558666666665,13.750780888888887,14.597447555555554,AVAILABLE
48458,2026-04,18-24 h,STARLINK-2698,EXPLORATORY,6,2,19.30812176,20.89406916888889,22.483349911111112,AVAILABLE
48458,2026-04,24-36 h,STARLINK-2698,EXPLORATORY,6,2,26.89132313777778,27.733267582222226,28.57882313777778,AVAILABLE
48458,2026-05,0-6 h,STARLINK-2698,EXPLORATORY,6,2,3.3933846577777778,4.235830128888889,5.084108933333334,AVAILABLE
48458,2026-05,6-9 h,STARLINK-2698,EXPLORATORY,6,2,6.654942026666666,7.500358693333332,8.342442026666667,AVAILABLE
48458,2026-05,9-12 h,STARLINK-2698,EXPLORATORY,6,2,9.906810871111112,9.924542208888889,9.938384657777778,AVAILABLE
48458,2026-05,12-18 h,STARLINK-2698,EXPLORATORY,6,2,12.781715697777777,12.814686195555556,12.85071224888889,AVAILABLE
48458,2026-05,18-24 h,STARLINK-2698,EXPLORATORY,6,2,19.27061208,19.303238271111113,19.330864462222223,AVAILABLE
48458,2026-05,24-36 h,STARLINK-2698,EXPLORATORY,6,2,26.888623217777777,27.730012106666667,28.575567662222223,AVAILABLE
48458,2026-06,0-6 h,STARLINK-2698,CONFIRMATORY,6,2,3.3842300444444446,4.219646711111111,5.065063377777777,AVAILABLE
48458,2026-06,6-9 h,STARLINK-2698,CONFIRMATORY,6,2,6.641157831111111,7.486991164444445,8.331157831111112,AVAILABLE
48458,2026-06,9-12 h,STARLINK-2698,CONFIRMATORY,6,2,9.635993137777778,10.446132026666668,11.294048693333334,AVAILABLE
48458,2026-06,12-18 h,STARLINK-2698,CONFIRMATORY,6,2,12.862382026666667,15.27804828,17.693714533333335,AVAILABLE
48458,2026-06,18-24 h,STARLINK-2698,CONFIRMATORY,6,2,19.261770088888888,19.317726275555554,19.33146024,AVAILABLE
48458,2026-06,24-36 h,STARLINK-2698,CONFIRMATORY,6,2,25.295317484444446,26.10878970666667,26.95615081777778,AVAILABLE
