month,analysis_role,satellite_norad_id,satellite_name,freshness_bin,candidate_pass_count,eligible_pass_count,selected_pass_count,selected_segment_count,status,preselection_failure_counts
2026-06,CONFIRMATORY,65421,STARLINK-35146,6-9 h,153,7,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65421,STARLINK-35146,9-12 h,153,9,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65421,STARLINK-35146,12-18 h,153,81,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65421,STARLINK-35146,18-24 h,153,25,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65421,STARLINK-35146,24-36 h,153,11,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,0-6 h,152,4,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,6-9 h,152,15,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,9-12 h,152,14,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,12-18 h,152,70,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,18-24 h,152,24,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65409,STARLINK-35022,24-36 h,152,10,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,0-6 h,137,46,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,6-9 h,137,37,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,9-12 h,137,25,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,12-18 h,137,12,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,18-24 h,137,6,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,47749,STARLINK-2163,24-36 h,137,5,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 5}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,0-6 h,153,5,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,6-9 h,153,17,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,9-12 h,153,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,12-18 h,153,77,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,18-24 h,153,15,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,65410,STARLINK-35024,24-36 h,153,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,0-6 h,148,3,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,6-9 h,148,7,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,9-12 h,148,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,12-18 h,148,77,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,18-24 h,148,14,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,47383,STARLINK-2103,24-36 h,148,2,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 32}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,0-6 h,152,2,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,6-9 h,152,12,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,9-12 h,152,3,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,12-18 h,152,89,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,18-24 h,152,23,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65411,STARLINK-34983,24-36 h,152,6,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 16, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,0-6 h,148,8,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,6-9 h,148,13,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,9-12 h,148,14,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,12-18 h,148,62,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,18-24 h,148,15,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48309,STARLINK-2517,24-36 h,148,13,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 21, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,0-6 h,148,1,1,3,LIMITED_SUPPORT,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,6-9 h,148,11,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,9-12 h,148,6,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,12-18 h,148,81,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,18-24 h,148,22,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,45230,STARLINK-1227,24-36 h,148,10,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,0-6 h,152,6,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,6-9 h,152,15,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,9-12 h,152,1,1,3,LIMITED_SUPPORT,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,12-18 h,152,71,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,18-24 h,152,30,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,47844,STARLINK-2446,24-36 h,152,10,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,0-6 h,152,6,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,6-9 h,152,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,9-12 h,152,8,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,12-18 h,152,78,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,18-24 h,152,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,65407,STARLINK-35035,24-36 h,152,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,0-6 h,145,11,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,6-9 h,145,17,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,9-12 h,145,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,12-18 h,145,57,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,18-24 h,145,17,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,47767,STARLINK-2185,24-36 h,145,12,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 18}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,0-6 h,151,6,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,6-9 h,151,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,9-12 h,151,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,12-18 h,151,81,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,18-24 h,151,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,65405,STARLINK-34830,24-36 h,151,10,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,0-6 h,148,1,1,3,LIMITED_SUPPORT,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,6-9 h,148,9,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,9-12 h,148,15,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,12-18 h,148,75,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,18-24 h,148,22,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48672,STARLINK-2705,24-36 h,148,7,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 19}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,0-6 h,147,5,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,6-9 h,147,16,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,9-12 h,147,9,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,12-18 h,147,75,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,18-24 h,147,21,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48111,STARLINK-2448,24-36 h,147,5,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,0-6 h,151,4,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,6-9 h,151,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,9-12 h,151,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,12-18 h,151,79,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,18-24 h,151,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,65693,STARLINK-35060,24-36 h,151,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 16}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,0-6 h,148,4,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,6-9 h,148,15,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,9-12 h,148,12,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,12-18 h,148,73,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,18-24 h,148,17,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,60265,STARLINK-32120,24-36 h,148,0,0,0,LIMITED_SUPPORT,"{""PEAK_OUT_OF_SUPPORT"": 27}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,0-6 h,153,8,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,6-9 h,153,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,9-12 h,153,11,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,12-18 h,153,71,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,18-24 h,153,18,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,58380,STARLINK-30915,24-36 h,153,3,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""PEAK_OUT_OF_SUPPORT"": 25, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,0-6 h,150,8,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,6-9 h,150,18,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,9-12 h,150,10,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,12-18 h,150,73,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,18-24 h,150,19,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,48458,STARLINK-2698,24-36 h,150,5,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 15, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
