month,analysis_role,satellite_norad_id,satellite_name,freshness_bin,candidate_pass_count,eligible_pass_count,selected_pass_count,selected_segment_count,status,preselection_failure_counts
2026-05,EXPLORATORY,65410,STARLINK-35024,6-9 h,154,26,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65410,STARLINK-35024,9-12 h,154,22,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65410,STARLINK-35024,12-18 h,154,62,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65410,STARLINK-35024,18-24 h,154,14,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65410,STARLINK-35024,24-36 h,154,3,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,47749,STARLINK-2163,0-6 h,151,27,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47749,STARLINK-2163,6-9 h,151,23,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47749,STARLINK-2163,9-12 h,151,29,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47749,STARLINK-2163,12-18 h,151,48,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47749,STARLINK-2163,18-24 h,151,11,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47749,STARLINK-2163,24-36 h,151,2,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,47383,STARLINK-2103,0-6 h,154,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,47383,STARLINK-2103,6-9 h,154,22,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,47383,STARLINK-2103,9-12 h,154,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,47383,STARLINK-2103,12-18 h,154,77,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,47383,STARLINK-2103,18-24 h,154,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,47383,STARLINK-2103,24-36 h,154,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5}"
2026-05,EXPLORATORY,65411,STARLINK-34983,0-6 h,154,5,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65411,STARLINK-34983,6-9 h,154,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65411,STARLINK-34983,9-12 h,154,31,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65411,STARLINK-34983,12-18 h,154,68,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65411,STARLINK-34983,18-24 h,154,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65411,STARLINK-34983,24-36 h,154,5,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,0-6 h,153,10,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,6-9 h,153,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,9-12 h,153,28,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,12-18 h,153,67,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,18-24 h,153,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,45230,STARLINK-1227,24-36 h,153,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 4, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48309,STARLINK-2517,0-6 h,158,10,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,48309,STARLINK-2517,6-9 h,158,19,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,48309,STARLINK-2517,9-12 h,158,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,48309,STARLINK-2517,12-18 h,158,87,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,48309,STARLINK-2517,18-24 h,158,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,48309,STARLINK-2517,24-36 h,158,2,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,47844,STARLINK-2446,0-6 h,152,6,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47844,STARLINK-2446,6-9 h,152,24,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47844,STARLINK-2446,9-12 h,152,26,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47844,STARLINK-2446,12-18 h,152,72,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47844,STARLINK-2446,18-24 h,152,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47844,STARLINK-2446,24-36 h,152,2,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,65407,STARLINK-35035,0-6 h,155,8,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65407,STARLINK-35035,6-9 h,155,12,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65407,STARLINK-35035,9-12 h,155,26,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65407,STARLINK-35035,12-18 h,155,78,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65407,STARLINK-35035,18-24 h,155,12,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65407,STARLINK-35035,24-36 h,155,4,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 9, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,47767,STARLINK-2185,0-6 h,153,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47767,STARLINK-2185,6-9 h,153,18,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47767,STARLINK-2185,9-12 h,153,31,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47767,STARLINK-2185,12-18 h,153,70,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47767,STARLINK-2185,18-24 h,153,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,47767,STARLINK-2185,24-36 h,153,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 6, ""PEAK_OUT_OF_SUPPORT"": 3}"
2026-05,EXPLORATORY,65405,STARLINK-34830,0-6 h,156,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,65405,STARLINK-34830,6-9 h,156,22,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,65405,STARLINK-34830,9-12 h,156,24,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,65405,STARLINK-34830,12-18 h,156,67,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,65405,STARLINK-34830,18-24 h,156,15,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,65405,STARLINK-34830,24-36 h,156,0,0,0,LIMITED_SUPPORT,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 4, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-05,EXPLORATORY,48111,STARLINK-2448,0-6 h,156,6,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48111,STARLINK-2448,6-9 h,156,15,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48111,STARLINK-2448,9-12 h,156,20,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48111,STARLINK-2448,12-18 h,156,79,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48111,STARLINK-2448,18-24 h,156,14,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48111,STARLINK-2448,24-36 h,156,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 3, ""PEAK_OUT_OF_SUPPORT"": 11, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,0-6 h,158,15,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,6-9 h,158,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,9-12 h,158,22,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,12-18 h,158,81,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,18-24 h,158,16,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48672,STARLINK-2705,24-36 h,158,0,0,0,LIMITED_SUPPORT,"{""NO_REFERENCE_WITHIN_3H"": 2, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,0-6 h,154,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,6-9 h,154,20,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,9-12 h,154,29,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,12-18 h,154,66,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,18-24 h,154,17,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,65693,STARLINK-35060,24-36 h,154,4,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 3, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,60265,STARLINK-32120,0-6 h,156,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,60265,STARLINK-32120,6-9 h,156,16,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,60265,STARLINK-32120,9-12 h,156,26,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,60265,STARLINK-32120,12-18 h,156,85,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,60265,STARLINK-32120,18-24 h,156,15,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,60265,STARLINK-32120,24-36 h,156,3,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,0-6 h,153,8,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,6-9 h,153,22,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,9-12 h,153,29,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,12-18 h,153,70,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,18-24 h,153,13,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,58380,STARLINK-30915,24-36 h,153,4,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 2}"
2026-05,EXPLORATORY,48458,STARLINK-2698,0-6 h,156,7,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48458,STARLINK-2698,6-9 h,156,20,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48458,STARLINK-2698,9-12 h,156,21,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48458,STARLINK-2698,12-18 h,156,71,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48458,STARLINK-2698,18-24 h,156,15,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-05,EXPLORATORY,48458,STARLINK-2698,24-36 h,156,9,2,6,ADEQUATE_PASS_QUOTA,"{""NO_REFERENCE_WITHIN_3H"": 5, ""PEAK_OUT_OF_SUPPORT"": 7, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,0-6 h,147,7,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,6-9 h,147,12,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,9-12 h,147,12,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,12-18 h,147,76,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,18-24 h,147,21,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,44714,STARLINK-1008,24-36 h,147,10,2,6,ADEQUATE_PASS_QUOTA,"{""DUPLICATE_PHASE_CENTER"": 1, ""PEAK_OUT_OF_SUPPORT"": 6, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 2}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,0-6 h,151,7,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,6-9 h,151,13,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,9-12 h,151,10,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,12-18 h,151,73,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,18-24 h,151,25,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65686,STARLINK-35137,24-36 h,151,9,2,6,ADEQUATE_PASS_QUOTA,"{""PEAK_OUT_OF_SUPPORT"": 13, ""SEGMENT_PUBLIC_VISIBILITY_FAIL"": 1}"
2026-06,CONFIRMATORY,65421,STARLINK-35146,0-6 h,153,1,1,3,LIMITED_SUPPORT,"{""DUPLICATE_PHASE_CENTER"": 1, ""NO_REFERENCE_WITHIN_3H"": 1, ""PEAK_OUT_OF_SUPPORT"": 17}"
