OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-32120,2024-131L,2026-04-01T00:33:42.000019,15.31007714,.0000941,53.1589,308.9006,84.8944,326.2975,0,C,60265,91,1,.90477E-3,.27545E-3,0,0.191,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T03:37:42.000038,15.31016374,.0000936,53.1587,308.3059,83.2645,312.5872,0,C,60265,91,1,.56865E-3,.17314E-3,0,0.202,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T06:37:42.000038,15.31037619,.0000949,53.1589,307.7237,90.3957,274.7960,0,C,60265,91,1,-.76725E-3,-.23361E-3,0,0.218,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T09:40:42.000010,15.31008673,.0000941,53.1589,307.1320,98.7815,247.2562,0,C,60265,91,1,.12128E-2,.36928E-3,0,0.235,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T12:43:41.999981,15.31008301,.0000979,53.1588,306.5405,100.5220,226.3500,0,C,60265,91,1,.17901E-2,.54522E-3,0,0.187,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T18:18:41.999990,15.31064369,.0000984,53.1591,305.4597,91.0261,78.7896,0,C,60265,91,1,-.17828E-2,-.54302E-3,0,0.245,SpaceX-E
STARLINK-32120,2024-131L,2026-04-01T22:47:42.000029,15.31033187,.0000976,53.1593,304.5917,79.3922,40.6359,0,C,60265,91,1,-.58204E-3,-.17721E-3,0,0.282,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T01:51:41.999962,15.31001280,.0000942,53.1591,303.9974,71.7768,32.9273,0,C,60265,92,1,.15635E-2,.47604E-3,0,0.168,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T04:54:42.000019,15.31038591,.0000964,53.1591,303.4056,75.5835,9.9429,0,C,60265,92,1,-.76263E-3,-.23221E-3,0,0.226,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T07:57:41.999990,15.31030836,.0000941,53.1594,302.8137,84.1739,342.1940,0,C,60265,92,1,-.37254E-3,-.11343E-3,0,0.263,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T13:52:42.000010,15.31022076,.0001008,53.1594,301.6666,88.3544,257.5630,0,C,60265,92,1,.15129E-2,.46093E-3,0,0.176,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T16:56:42.000029,15.31063432,.0000993,53.1595,301.0730,85.8459,244.7333,0,C,60265,92,1,-.753E-3,-.22946E-3,0,0.223,SpaceX-E
STARLINK-32120,2024-131L,2026-04-02T20:00:41.999962,15.31079503,.0001019,53.1594,300.4795,80.2416,235.0145,0,C,60265,92,1,-.26011E-2,-.79234E-3,0,0.195,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T00:52:41.999981,15.31100673,.0001161,53.1596,299.5369,78.7159,274.8367,0,C,60265,93,1,.34556E-3,.10548E-3,0,0.404,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T03:55:42.000038,15.31180439,.0001111,53.1595,298.9450,85.4007,249.0049,0,C,60265,93,1,-.85169E-2,-.25953E-2,0,0.532,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T07:01:41.999981,15.31104869,.0001088,53.1597,298.3434,93.2813,233.5045,0,C,60265,93,1,-.7191E-2,-.21875E-2,0,0.603,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T10:05:42.000000,15.30952477,.0000977,53.1595,297.7484,100.1776,211.3222,0,C,60265,93,1,.88107E-3,.26777E-3,0,0.408,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T13:09:42.000019,15.30949014,.0000906,53.1597,297.1539,100.1238,196.0107,0,C,60265,93,1,.1557E-2,.47329E-3,0,0.178,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T16:56:42.000029,15.30983521,.0000902,53.1598,296.4218,93.2388,352.1954,0,C,60265,93,1,-.44225E-3,-.13445E-3,0,0.167,SpaceX-E
STARLINK-32120,2024-131L,2026-04-03T19:59:42.000000,15.30977098,.000092,53.1598,295.8315,85.0868,341.1627,0,C,60265,93,1,.28841E-5,.87683E-6,0,0.156,SpaceX-E
