OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-34983,2025-192H,2026-04-01T02:23:42.000029,15.30191801,.0001217,53.1576,128.0604,90.8446,70.9760,0,C,65411,91,1,.72776E-3,.216E-3,0,0.164,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T05:15:41.999990,15.30219793,.000122,53.1575,127.5063,86.1509,14.0160,0,C,65411,91,1,-.13113E-2,-.38916E-3,0,0.213,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T08:18:41.999962,15.30218595,.0001269,53.1573,126.9167,81.3628,359.2657,0,C,65411,91,1,-.18943E-2,-.56203E-3,0,0.176,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T11:21:42.000019,15.30182596,.0001293,53.1574,126.3269,79.2834,341.8129,0,C,65411,91,1,.25036E-3,.74271E-4,0,0.231,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T14:23:42.000029,15.30172267,.000126,53.1569,125.7397,76.9489,320.7740,0,C,65411,91,1,.12046E-2,.3574E-3,0,0.165,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T17:36:41.999962,15.30205617,.0001278,53.1569,125.1163,81.9727,334.4694,0,C,65411,91,1,-.97168E-3,-.2883E-3,0,0.219,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T20:39:42.000019,15.30185511,.0001232,53.1569,124.5253,88.6256,308.2788,0,C,65411,91,1,.36682E-3,.10883E-3,0,0.256,SpaceX-E
STARLINK-34983,2025-192H,2026-04-01T23:30:42.000019,15.30168440,.0001248,53.1567,123.9732,90.8983,240.5336,0,C,65411,91,1,.18727E-2,.55573E-3,0,0.173,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T02:32:42.000029,15.30194980,.000128,53.1569,123.3863,91.2765,216.7711,0,C,65411,92,1,.75892E-3,.22528E-3,0,0.162,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T05:35:42.000000,15.30225232,.0001271,53.1569,122.7967,88.2181,200.2820,0,C,65411,92,1,-.15147E-2,-.44958E-3,0,0.203,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T08:38:41.999971,15.30217844,.0001305,53.1568,122.2071,83.2765,185.6896,0,C,65411,92,1,-.16394E-2,-.48646E-3,0,0.189,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T11:30:42.000019,15.30181197,.0001303,53.1569,121.6526,81.4176,125.9150,0,C,65411,92,1,.89761E-3,.26635E-3,0,0.228,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T15:59:41.999971,15.30214807,.0001253,53.1564,120.7842,83.6710,73.2837,0,C,65411,92,1,-.87692E-3,-.26027E-3,0,0.268,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T19:04:42.000038,15.30233312,.0001172,53.1566,120.1867,89.0737,55.9937,0,C,65411,92,1,-.29374E-2,-.87149E-3,0,0.232,SpaceX-E
STARLINK-34983,2025-192H,2026-04-02T23:55:42.000010,15.30164629,.0001111,53.1564,119.2471,90.2995,88.6300,0,C,65411,92,1,.82762E-3,.24545E-3,0,0.181,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T02:58:41.999981,15.30175895,.0001148,53.1568,118.6572,88.6468,70.7238,0,C,65411,93,1,.50209E-3,.14893E-3,0,0.183,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T06:00:41.999990,15.30192580,.0001128,53.1566,118.0709,82.8302,53.1578,0,C,65411,93,1,-.81533E-3,-.24183E-3,0,0.168,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T09:02:42.000000,15.30180667,.0001158,53.1566,117.4845,79.1012,33.5115,0,C,65411,93,1,-.2106E-3,-.62457E-4,0,0.187,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T12:05:41.999971,15.30151105,.000111,53.1566,116.8945,75.5926,17.4756,0,C,65411,93,1,.20074E-2,.59539E-3,0,0.128,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T16:01:41.999981,15.30195837,.0001079,53.1564,116.1324,78.4949,197.8680,0,C,65411,93,1,-.68304E-3,-.20262E-3,0,0.217,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T19:04:42.000038,15.30189721,.0001065,53.1567,115.5413,84.2316,172.5853,0,C,65411,93,1,-.25553E-3,-.75802E-4,0,0.258,SpaceX-E
STARLINK-34983,2025-192H,2026-04-03T23:11:41.999971,15.30170118,.0001078,53.1565,114.7439,89.9265,32.3154,0,C,65411,93,1,.18159E-2,.53886E-3,0,0.189,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T02:14:42.000029,15.30200045,.0001132,53.1568,114.1537,89.5857,13.1006,0,C,65411,94,1,.74308E-3,.22061E-3,0,0.181,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T05:17:42.000000,15.30233491,.0001148,53.1568,113.5643,84.5989,358.5413,0,C,65411,94,1,-.16638E-2,-.49391E-3,0,0.231,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T08:09:41.999962,15.30238569,.0001214,53.1568,113.0101,82.0121,299.4878,0,C,65411,94,1,-.30628E-2,-.9088E-3,0,0.177,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T11:12:42.000019,15.30186094,.000123,53.1570,112.4202,82.8721,279.1038,0,C,65411,94,1,-.41507E-3,-.12311E-3,0,0.252,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T14:15:41.999990,15.30168131,.0001217,53.1567,111.8294,83.9684,258.4626,0,C,65411,94,1,.41583E-3,.12331E-3,0,0.208,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T17:18:41.999962,15.30183132,.000122,53.1569,111.2383,89.3220,233.5485,0,C,65411,94,1,-.77705E-3,-.23041E-3,0,0.215,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T20:22:41.999981,15.30151760,.0001219,53.1570,110.6442,95.1659,211.9867,0,C,65411,94,1,.14473E-2,.42917E-3,0,0.238,SpaceX-E
STARLINK-34983,2025-192H,2026-04-04T23:25:42.000038,15.30155670,.0001249,53.1570,110.0534,97.0450,190.5485,0,C,65411,94,1,.17295E-2,.51298E-3,0,0.195,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T02:28:42.000010,15.30188203,.0001267,53.1572,109.4636,96.7736,171.2551,0,C,65411,95,1,.69737E-4,.2069E-4,0,0.170,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T08:35:42.000000,15.30180191,.0001278,53.1574,108.2812,85.0980,147.6669,0,C,65411,95,1,.57648E-3,.17103E-3,0,0.182,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T11:37:42.000010,15.30165609,.0001242,53.1575,107.6945,82.9414,126.4514,0,C,65411,95,1,.2116E-2,.62793E-3,0,0.119,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T14:41:42.000029,15.30207176,.0001246,53.1574,107.1003,85.3663,108.2950,0,C,65411,95,1,-.3478E-3,-.10323E-3,0,0.230,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T17:45:41.999962,15.30217259,.0001228,53.1576,106.5059,91.5752,86.3704,0,C,65411,95,1,-.1296E-2,-.3846E-3,0,0.240,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T20:38:41.999971,15.30184559,.0001221,53.1576,105.9474,96.1538,23.9849,0,C,65411,95,1,.74679E-3,.2216E-3,0,0.233,SpaceX-E
STARLINK-34983,2025-192H,2026-04-05T22:47:42.000029,15.30179678,.0001289,53.1576,105.5309,97.0028,156.9006,0,C,65411,95,1,.12514E-2,.37137E-3,0,0.186,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T01:51:41.999962,15.30201673,.0001334,53.1579,104.9379,98.0850,140.0927,0,C,65411,96,1,.20285E-3,.60211E-4,0,0.174,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T04:54:42.000019,15.30216055,.0001326,53.1579,104.3484,93.3636,125.2706,0,C,65411,96,1,-.11716E-2,-.34769E-3,0,0.171,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T07:46:41.999981,15.30208424,.0001333,53.1580,103.7942,89.6114,67.3807,0,C,65411,96,1,-.10565E-2,-.31349E-3,0,0.168,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T10:49:42.000038,15.30173987,.0001289,53.1582,103.2043,87.3525,50.1066,0,C,65411,96,1,.12709E-2,.37708E-3,0,0.140,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T13:53:41.999971,15.30193117,.0001288,53.1581,102.6103,88.6769,33.0571,0,C,65411,96,1,.18296E-3,.54293E-4,0,0.205,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T16:56:42.000029,15.30210119,.0001295,53.1583,102.0192,94.0757,8.1094,0,C,65411,96,1,-.11342E-2,-.33653E-3,0,0.205,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T19:53:41.999971,15.30181985,.000127,53.1584,101.4476,97.9086,321.7769,0,C,65411,96,1,.62163E-3,.18444E-3,0,0.203,SpaceX-E
STARLINK-34983,2025-192H,2026-04-06T23:18:41.999962,15.30183332,.000136,53.1585,100.7860,98.3020,26.0426,0,C,65411,96,1,.88704E-3,.26323E-3,0,0.162,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T02:21:42.000019,15.30207685,.0001362,53.1587,100.1963,94.3150,10.4769,0,C,65411,97,1,-.61674E-3,-.18303E-3,0,0.207,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T05:57:42.000019,15.30210341,.0001339,53.1587,99.5006,87.6398,123.9239,0,C,65411,97,1,-.13613E-2,-.40389E-3,0,0.188,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T09:00:41.999990,15.30181051,.0001341,53.1590,98.9109,82.6574,109.3705,0,C,65411,97,1,.49721E-3,.14751E-3,0,0.239,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T12:03:41.999962,15.30171463,.0001304,53.1589,98.3206,80.3517,92.1305,0,C,65411,97,1,.13653E-2,.40508E-3,0,0.181,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T15:06:42.000019,15.30209818,.0001297,53.1589,97.7295,84.7074,68.2159,0,C,65411,97,1,-.11984E-2,-.35557E-3,0,0.223,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T17:36:41.999962,15.30202662,.0001294,53.1591,97.2451,89.6672,277.4034,0,C,65411,97,1,-.10787E-2,-.32E-3,0,0.249,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T20:28:42.000010,15.30169263,.0001298,53.1590,96.6898,93.4684,211.9628,0,C,65411,97,1,.10907E-2,.32357E-3,0,0.204,SpaceX-E
STARLINK-34983,2025-192H,2026-04-07T23:09:41.999962,15.30175655,.0001347,53.1592,96.1703,95.3523,106.3182,0,C,65411,97,1,.97974E-3,.29068E-3,0,0.174,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T01:40:42.000038,15.30196455,.0001357,53.1593,95.6837,93.4431,326.1883,0,C,65411,98,1,-.26861E-3,-.79701E-4,0,0.178,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T04:10:41.999981,15.30201071,.0001356,53.1593,95.2006,89.5406,184.2332,0,C,65411,98,1,-.7994E-3,-.23717E-3,0,0.165,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T06:52:41.999981,15.30190290,.0001371,53.1594,94.6787,85.3353,88.5161,0,C,65411,98,1,-.21455E-3,-.6365E-4,0,0.168,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T09:33:42.000019,15.30167897,.0001348,53.1597,94.1598,83.7016,346.4010,0,C,65411,98,1,.15172E-2,.45015E-3,0,0.154,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T14:45:41.999962,15.30213540,.0001311,53.1595,93.1525,85.7138,98.5894,0,C,65411,98,1,-.12914E-2,-.38321E-3,0,0.204,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T17:48:42.000019,15.30200692,.0001262,53.1597,92.5615,90.0192,74.7461,0,C,65411,98,1,-.84393E-3,-.25037E-3,0,0.241,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T20:29:41.999971,15.30174313,.0001255,53.1595,92.0417,92.1472,328.8736,0,C,65411,98,1,.77554E-3,.23007E-3,0,0.173,SpaceX-E
STARLINK-34983,2025-192H,2026-04-08T22:49:42.000038,15.30177532,.0001312,53.1596,91.5900,92.4306,144.4521,0,C,65411,98,1,.8492E-3,.25195E-3,0,0.164,SpaceX-E
