OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-2185,2021-017AX,2026-04-01T02:45:41.999962,15.43369054,.0001838,53.1586,99.4732,83.4144,26.8921,0,C,47767,91,1,.13427E-2,.61042E-3,0,0.173,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T05:47:41.999971,15.43385922,.000186,53.1585,98.8752,80.0525,12.8871,0,C,47767,91,1,.12589E-2,.57261E-3,0,0.154,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T09:09:41.999990,15.43384022,.0001877,53.1587,98.2110,77.6364,75.1613,0,C,47767,91,1,.24343E-2,.11082E-2,0,0.187,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T11:40:41.999981,15.43398335,.0001868,53.1586,97.7142,76.4335,299.3282,0,C,47767,91,1,.27809E-2,.12669E-2,0,0.143,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T15:42:42.000019,15.43471256,.0001845,53.1586,96.9167,80.2536,149.8010,0,C,47767,91,1,.7981E-3,.36393E-3,0,0.208,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T18:54:41.999990,15.43461484,.0001845,53.1588,96.2839,83.4611,167.8859,0,C,47767,91,1,.2061E-2,.94044E-3,0,0.300,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-01T21:35:42.000029,15.43466762,.0001869,53.1584,95.7536,86.1786,66.7731,0,C,47767,91,1,.28072E-2,.12819E-2,0,0.202,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T01:37:41.999981,15.43535796,.0001955,53.1588,94.9574,86.5335,280.7497,0,C,47767,92,1,.13381E-2,.61178E-3,0,0.170,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T03:28:42.000038,15.43553324,.0001968,53.1588,94.5925,85.1880,350.6678,0,C,47767,92,1,.94829E-3,.43368E-3,0,0.161,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T06:40:42.000010,15.43560358,.0001998,53.1586,93.9613,82.1060,15.0765,0,C,47767,92,1,.13903E-2,.63617E-3,0,0.134,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T11:02:41.999971,15.43562570,.0001966,53.1587,93.0993,80.2076,308.5903,0,C,47767,92,1,.28731E-2,.13163E-2,0,0.128,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T14:03:42.000019,15.43620057,.0001975,53.1584,92.5028,81.0867,286.5712,0,C,47767,92,1,.13158E-2,.60329E-3,0,0.225,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T16:45:42.000019,15.43639668,.0001992,53.1585,91.9687,84.8994,188.2791,0,C,47767,92,1,.11246E-2,.5159E-3,0,0.246,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-02T23:38:41.999971,15.43667421,.0002024,53.1585,90.6082,90.8728,337.0281,0,C,47767,92,1,.27957E-2,.12854E-2,0,0.164,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T02:40:41.999981,15.43714783,.0002011,53.1585,90.0099,89.2907,321.3792,0,C,47767,93,1,.19329E-2,.88948E-3,0,0.168,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T05:47:41.999971,15.43735174,.0002062,53.1583,89.3950,86.2949,326.4695,0,C,47767,93,1,.23628E-2,.10884E-2,0,0.134,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T09:09:41.999990,15.43726107,.0002049,53.1584,88.7304,84.7260,28.0728,0,C,47767,93,1,.34632E-2,.15962E-2,0,0.154,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T11:00:41.999962,15.43745284,.0002038,53.1581,88.3650,84.5193,96.9124,0,C,47767,93,1,.36812E-2,.16981E-2,0,0.137,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T14:22:41.999981,15.43821393,.0002024,53.1579,87.6990,87.7251,153.7463,0,C,47767,93,1,.20652E-2,.95392E-3,0,0.225,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T16:53:41.999971,15.43834599,.0002028,53.1580,87.2011,92.5969,12.0002,0,C,47767,93,1,.24509E-2,.11329E-2,0,0.287,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-03T22:56:42.000029,15.43926103,.000213,53.1580,86.0049,97.0710,329.3756,0,C,47767,93,1,.22996E-2,.10662E-2,0,0.241,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T01:57:41.999990,15.43982868,.0002078,53.1581,85.4096,97.0092,308.4578,0,C,47767,94,1,.68601E-3,.31827E-3,0,0.155,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T05:09:41.999962,15.43979012,.00021,53.1580,84.7780,94.0085,332.9904,0,C,47767,94,1,.1688E-2,.78362E-3,0,0.154,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T07:40:42.000038,15.43975055,.0002138,53.1581,84.2811,92.0659,198.1230,0,C,47767,94,1,.28394E-2,.13192E-2,0,0.213,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T10:42:41.999962,15.43993959,.0002021,53.1579,83.6817,92.7844,180.3217,0,C,47767,94,1,.35245E-2,.16394E-2,0,0.151,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T13:53:41.999971,15.44060715,.0002049,53.1578,83.0517,94.8452,195.9395,0,C,47767,94,1,.18029E-2,.83937E-3,0,0.226,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T16:55:41.999981,15.44074501,.0002078,53.1581,82.4514,98.9614,174.7725,0,C,47767,94,1,.20919E-2,.97461E-3,0,0.276,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T19:46:41.999981,15.44072452,.0002076,53.1579,81.8875,102.1255,112.0847,0,C,47767,94,1,.32273E-2,.15048E-2,0,0.215,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-04T23:28:42.000010,15.44130272,.0002161,53.1582,81.1563,104.0630,247.6020,0,C,47767,94,1,.25549E-2,.1193E-2,0,0.168,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T01:49:42.000038,15.44168237,.0002157,53.1583,80.6924,103.1907,73.0892,0,C,47767,95,1,.18339E-2,.85697E-3,0,0.169,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T04:31:42.000038,15.44190284,.0002153,53.1582,80.1594,101.3826,340.6425,0,C,47767,95,1,.18514E-2,.86581E-3,0,0.147,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T10:34:42.000010,15.44218231,.0002078,53.1583,78.9640,99.3168,304.8743,0,C,47767,95,1,.31141E-2,.14591E-2,0,0.157,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T13:25:42.000010,15.44278427,.0002112,53.1584,78.3998,101.6421,243.0788,0,C,47767,95,1,.17576E-2,.82433E-3,0,0.225,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T17:47:41.999971,15.44286557,.0002171,53.1587,77.5353,106.9191,169.8900,0,C,47767,95,1,.27312E-2,.12823E-2,0,0.261,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T20:29:41.999971,15.44305992,.0002206,53.1585,77.0010,109.0422,73.5662,0,C,47767,95,1,.30399E-2,.14286E-2,0,0.202,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-05T21:49:42.000010,15.44327676,.0002274,53.1587,76.7374,109.8033,21.8408,0,C,47767,95,1,.28195E-2,.13257E-2,0,0.180,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T01:31:42.000038,15.44385881,.0002259,53.1589,76.0066,108.5599,160.6778,0,C,47767,96,1,.16003E-2,.75323E-3,0,0.169,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T04:43:42.000010,15.44402387,.0002241,53.1588,75.3747,105.3801,185.5870,0,C,47767,96,1,.17051E-2,.80309E-3,0,0.156,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T07:04:42.000038,15.44405589,.0002222,53.1591,74.9104,105.4223,10.2603,0,C,47767,96,1,.25697E-2,.12112E-2,0,0.195,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T09:55:42.000038,15.44420988,.0002172,53.1590,74.3469,104.8383,311.4612,0,C,47767,96,1,.30857E-2,.14558E-2,0,0.150,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T12:37:42.000038,15.44478721,.0002174,53.1589,73.8123,106.5114,215.6339,0,C,47767,96,1,.16331E-2,.77112E-3,0,0.224,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T16:18:42.000019,15.44493933,.000223,53.1592,73.0829,112.0486,343.9116,0,C,47767,96,1,.19423E-2,.91781E-3,0,0.280,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T19:40:42.000038,15.44501205,.0002286,53.1589,72.4164,113.2662,43.1170,0,C,47767,96,1,.29494E-2,.13952E-2,0,0.206,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-06T22:32:42.000000,15.44546621,.000239,53.1592,71.8495,113.5360,347.3620,0,C,47767,96,1,.23054E-2,.10917E-2,0,0.177,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T01:24:41.999962,15.44579436,.0002343,53.1592,71.2833,112.4352,292.9920,0,C,47767,97,1,.12018E-2,.5692E-3,0,0.161,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T04:36:42.000019,15.44593095,.0002326,53.1590,70.6512,110.3653,316.8833,0,C,47767,97,1,.1609E-2,.76268E-3,0,0.150,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T07:17:41.999971,15.44594801,.0002314,53.1592,70.1209,109.1422,220.1645,0,C,47767,97,1,.2643E-2,.12539E-2,0,0.171,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T08:58:41.999981,15.44601206,.0002256,53.1590,69.7880,109.3707,250.1725,0,C,47767,97,1,.29226E-2,.13872E-2,0,0.138,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T14:41:42.000029,15.44688568,.0002313,53.1588,68.6558,114.2501,130.5626,0,C,47767,97,1,.65613E-3,.31179E-3,0,0.216,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T18:33:42.000019,15.44682886,.0002367,53.1586,67.8901,117.8827,303.3634,0,C,47767,97,1,.15949E-2,.75835E-3,0,0.203,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T20:34:42.000038,15.44702591,.0002449,53.1586,67.4910,118.5843,50.1931,0,C,47767,97,1,.1273E-2,.60552E-3,0,0.205,SpaceX-E
STARLINK-2185,2021-017AX,2026-04-07T23:15:41.999990,15.44733008,.0002443,53.1587,66.9606,117.6723,313.1973,0,C,47767,97,1,.26265E-3,.12496E-3,0,0.182,SpaceX-E
