OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-1008,2019-074B,2026-06-01T02:55:42.000010,15.47997525,.0003171,53.1519,145.5298,64.2524,322.0763,0,C,44714,152,1,.70285E-3,.37442E-3,0,0.175,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T04:28:41.999981,15.48005488,.0003222,53.1519,145.2221,63.5044,322.9373,0,C,44714,152,1,.63478E-3,.33824E-3,0,0.163,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T06:14:41.999971,15.48005269,.0003259,53.1518,144.8712,62.8894,14.0076,0,C,44714,152,1,.96956E-3,.51678E-3,0,0.172,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T07:57:41.999990,15.47999546,.0003259,53.1521,144.5301,62.6289,53.1101,0,C,44714,152,1,.16059E-2,.85626E-3,0,0.200,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T12:11:42.000000,15.48033397,.0003225,53.1518,143.6881,61.5201,317.7648,0,C,44714,152,1,.15109E-2,.80649E-3,0,0.215,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T15:19:42.000038,15.48070710,.0003187,53.1519,143.0640,64.3100,322.9650,0,C,44714,152,1,.60203E-3,.3215E-3,0,0.240,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T17:54:41.999962,15.48066502,.0003168,53.1520,142.5497,65.7604,201.7385,0,C,44714,152,1,.12068E-2,.64476E-3,0,0.267,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T19:47:42.000029,15.48054248,.0003119,53.1517,142.1748,67.0335,278.0518,0,C,44714,152,1,.2104E-2,.11245E-2,0,0.204,SpaceX-E
STARLINK-1008,2019-074B,2026-06-01T23:13:41.999981,15.48094945,.0003197,53.1519,141.4918,68.3832,354.4094,0,C,44714,152,1,.1613E-2,.86294E-3,0,0.186,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T00:33:42.000019,15.48119108,.000319,53.1520,141.2271,68.0870,304.4969,0,C,44714,153,1,.10024E-2,.53641E-3,0,0.172,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T03:16:41.999981,15.48139792,.0003225,53.1519,140.6875,66.9583,216.8429,0,C,44714,153,1,.60817E-3,.32557E-3,0,0.155,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T04:49:42.000038,15.48137685,.0003276,53.1518,140.3797,65.9641,217.9859,0,C,44714,153,1,.90135E-3,.48262E-3,0,0.151,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T07:11:42.000029,15.48135449,.0003284,53.1519,139.9094,65.6291,48.2257,0,C,44714,153,1,.14905E-2,.79845E-3,0,0.178,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T09:41:41.999971,15.48132438,.0003285,53.1518,139.4124,65.4194,269.3257,0,C,44714,153,1,.22602E-2,.12115E-2,0,0.144,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T10:16:42.000010,15.48140247,.0003278,53.1517,139.2963,65.3037,44.9807,0,C,44714,153,1,.21875E-2,.11728E-2,0,0.129,SpaceX-E
STARLINK-1008,2019-074B,2026-06-02T13:00:42.000019,15.48189059,.0003233,53.1514,138.7520,66.2898,319.0932,0,C,44714,153,1,.1021E-2,.54772E-3,0,0.222,SpaceX-E
