OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-2185,2021-017AX,2026-06-01T00:30:41.999962,15.51215417,.0007081,53.1536,169.1201,21.6051,70.2235,0,C,47767,152,1,.19221E-2,.11497E-2,0,0.186,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T03:59:41.999971,15.51273158,.0007133,53.1538,168.4250,21.6742,161.1317,0,C,47767,152,1,.99594E-3,.59635E-3,0,0.177,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T06:31:42.000010,15.51293017,.0007233,53.1537,167.9194,21.7203,30.9052,0,C,47767,152,1,.7354E-3,.44055E-3,0,0.147,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T08:14:42.000029,15.51293135,.0007282,53.1537,167.5768,21.9201,70.3923,0,C,47767,152,1,.1053E-2,.63105E-3,0,0.168,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T11:54:41.999962,15.51288925,.0007331,53.1538,166.8444,21.8674,204.1532,0,C,47767,152,1,.21498E-2,.12897E-2,0,0.125,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T13:27:42.000019,15.51319457,.0007306,53.1536,166.5345,22.0619,204.8378,0,C,47767,152,1,.1533E-2,.92001E-3,0,0.217,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T17:27:41.999962,15.51369004,.0007181,53.1539,165.7339,23.1897,55.0381,0,C,47767,152,1,.61001E-3,.36637E-3,0,0.239,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T20:51:41.999990,15.51349817,.0007099,53.1539,165.0536,23.7089,126.1784,0,C,47767,152,1,.19343E-2,.11626E-2,0,0.235,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T22:23:42.000000,15.51359647,.0007094,53.1538,164.7468,24.3982,122.5075,0,C,47767,152,1,.20139E-2,.12109E-2,0,0.200,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-01T23:43:42.000038,15.51379836,.0007096,53.1540,164.4802,25.0780,72.2762,0,C,47767,152,1,.1767E-2,.1063E-2,0,0.204,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T02:48:42.000019,15.51428753,.0007143,53.1542,163.8646,25.3758,69.9009,0,C,47767,153,1,.88426E-3,.53238E-3,0,0.172,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T04:09:42.000019,15.51441119,.0007189,53.1542,163.5952,25.3841,24.2341,0,C,47767,153,1,.6726E-3,.40503E-3,0,0.161,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T07:17:41.999971,15.51444402,.0007309,53.1542,162.9697,25.4698,33.7441,0,C,47767,153,1,.10537E-2,.63488E-3,0,0.160,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T09:02:42.000000,15.51438564,.0007351,53.1544,162.6203,25.4750,81.2298,0,C,47767,153,1,.17041E-2,.10273E-2,0,0.190,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T10:58:42.000038,15.51439741,.0007384,53.1544,162.2340,25.3178,171.5688,0,C,47767,153,1,.22353E-2,.13484E-2,0,0.119,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T12:32:41.999971,15.51462220,.000736,53.1541,161.9208,25.4344,176.2499,0,C,47767,153,1,.19341E-2,.11673E-2,0,0.177,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T14:18:41.999962,15.51497704,.0007322,53.1540,161.5671,25.6587,227.3946,0,C,47767,153,1,.11753E-2,.7096E-3,0,0.227,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T16:39:41.999990,15.51522311,.0007239,53.1542,161.0967,26.4978,53.7697,0,C,47767,153,1,.83171E-3,.5024E-3,0,0.239,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T18:59:41.999971,15.51514691,.0007205,53.1543,160.6297,26.9522,236.6632,0,C,47767,153,1,.15645E-2,.94553E-3,0,0.274,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-02T21:39:41.999962,15.51521515,.0007116,53.1539,160.0961,27.5315,137.0523,0,C,47767,153,1,.2093E-2,.1266E-2,0,0.210,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T00:21:41.999962,15.51560406,.0007139,53.1542,159.5564,28.6321,44.6780,0,C,47767,154,1,.16529E-2,.10006E-2,0,0.190,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T01:55:41.999981,15.51587517,.0007146,53.1542,159.2435,28.6949,49.4371,0,C,47767,154,1,.11328E-2,.68611E-3,0,0.177,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T03:41:41.999971,15.51606249,.0007199,53.1542,158.8909,28.6699,100.8662,0,C,47767,154,1,.82624E-3,.5006E-3,0,0.165,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T06:22:42.000010,15.51615210,.0007291,53.1540,158.3551,28.7754,5.6403,0,C,47767,154,1,.10048E-2,.60909E-3,0,0.150,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T08:17:42.000000,15.51613305,.0007321,53.1541,157.9724,28.9203,91.8425,0,C,47767,154,1,.15245E-2,.92461E-3,0,0.171,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T10:09:42.000019,15.51605199,.0007369,53.1541,157.5994,28.8281,166.6411,0,C,47767,154,1,.22302E-2,.13533E-2,0,0.137,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T11:19:42.000010,15.51612666,.0007351,53.1538,157.3661,28.9415,78.2168,0,C,47767,154,1,.2243E-2,.13614E-2,0,0.124,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T13:27:42.000019,15.51662161,.0007292,53.1535,156.9392,29.2536,214.7028,0,C,47767,154,1,.12969E-2,.78777E-3,0,0.238,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T18:10:42.000038,15.51696672,.0007121,53.1538,155.9949,30.7416,231.6527,0,C,47767,154,1,.1078E-2,.6554E-3,0,0.270,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-03T23:08:42.000000,15.51717418,.0007029,53.1537,155.0011,32.2307,306.8464,0,C,47767,154,1,.15876E-2,.96647E-3,0,0.197,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T00:53:42.000029,15.51747627,.0007026,53.1538,154.6515,32.5268,354.1050,0,C,47767,155,1,.10205E-2,.62151E-3,0,0.177,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T02:49:41.999981,15.51766512,.0007081,53.1539,154.2654,32.4795,84.4143,0,C,47767,155,1,.65008E-3,.39604E-3,0,0.164,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T05:31:41.999981,15.51775098,.0007161,53.1538,153.7262,32.4414,353.2769,0,C,47767,155,1,.76355E-3,.46539E-3,0,0.151,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T07:22:42.000038,15.51772726,.0007182,53.1539,153.3567,32.5770,64.0072,0,C,47767,155,1,.11917E-2,.72665E-3,0,0.180,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T10:48:41.999990,15.51774590,.0007203,53.1539,152.6704,32.4165,143.7963,0,C,47767,155,1,.2035E-2,.1242E-2,0,0.136,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T13:17:41.999971,15.51821087,.0007194,53.1536,152.1732,32.6379,1.9398,0,C,47767,155,1,.11011E-2,.67249E-3,0,0.222,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T16:11:42.000029,15.51847878,.0007099,53.1539,151.5924,33.8940,316.1109,0,C,47767,155,1,.67072E-3,.40983E-3,0,0.237,SpaceX-E
STARLINK-2185,2021-017AX,2026-06-04T18:20:42.000000,15.51839372,.0006967,53.1540,151.1619,34.1699,96.5967,0,C,47767,155,1,.13568E-2,.82937E-3,0,0.278,SpaceX-E
