observation_id,norad_id,station_id,start_utc,t_rel_s,t_abs_utc,f_obs_hz,f_geo_fit_hz,residual_hz,source_physical_csv,source_residual_file
8493026,42803,3299,2023-11-10T21:48:20Z,61.400200,2023-11-10T21:49:21.400200Z,1623213248.997000,1623213089.176000,159.821000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,62.207392,2023-11-10T21:49:22.207392Z,1623213151.826000,1623212992.593000,159.233000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,63.056302,2023-11-10T21:49:23.056302Z,1623213062.209000,1623212895.548000,166.661000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,64.653770,2023-11-10T21:49:24.653770Z,1623212882.568000,1623212719.691000,162.877000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,66.426477,2023-11-10T21:49:26.426477Z,1623212680.922000,1623212512.613000,168.309000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,68.198895,2023-11-10T21:49:28.198895Z,1623212479.037000,1623212313.481000,165.556000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,69.971746,2023-11-10T21:49:29.971746Z,1623212277.499000,1623212102.389000,175.110000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,71.731519,2023-11-10T21:49:31.731519Z,1623212064.264000,1623211899.437000,164.827000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,73.490888,2023-11-10T21:49:33.490888Z,1623211850.631000,1623211694.612000,156.019000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,75.249650,2023-11-10T21:49:35.249650Z,1623211636.494000,1623211477.549000,158.945000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,77.009423,2023-11-10T21:49:37.009423Z,1623211423.252000,1623211268.908000,154.344000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,78.767926,2023-11-10T21:49:38.767926Z,1623211208.874000,1623211058.418000,150.456000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,80.526227,2023-11-10T21:49:40.526227Z,1623210994.280000,1623210835.401000,158.879000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,82.284441,2023-11-10T21:49:42.284441Z,1623210779.641000,1623210621.111000,158.530000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,84.043030,2023-11-10T21:49:44.043030Z,1623210565.331000,1623210394.126000,171.205000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,85.800205,2023-11-10T21:49:45.800205Z,1623210349.758000,1623210176.063000,173.695000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,87.542887,2023-11-10T21:49:47.542887Z,1623210121.212000,1623209956.179000,165.033000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,89.285570,2023-11-10T21:49:49.285570Z,1623209892.598000,1623209734.472000,158.126000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,90.852379,2023-11-10T21:49:50.852379Z,1623209685.438000,1623209533.387000,152.051000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,91.675998,2023-11-10T21:49:51.675998Z,1623209573.152000,1623209421.046000,152.106000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,92.462954,2023-11-10T21:49:52.462954Z,1623209457.835000,1623209319.556000,138.279000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,97.235179,2023-11-10T21:49:57.235179Z,1623208808.745000,1623208691.461000,117.284000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,98.030824,2023-11-10T21:49:58.030824Z,1623208692.479000,1623208587.418000,105.061000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,99.556205,2023-11-10T21:49:59.556205Z,1623208485.524000,1623208378.260000,107.264000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,101.249521,2023-11-10T21:50:01.249521Z,1623208254.397000,1623208144.205000,110.192000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,102.942432,2023-11-10T21:50:02.942432Z,1623208023.006000,1623207920.256000,102.750000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,104.635401,2023-11-10T21:50:04.635401Z,1623207791.636000,1623207682.866000,108.770000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,106.328889,2023-11-10T21:50:06.328889Z,1623207560.660000,1623207455.778000,104.882000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,108.004825,2023-11-10T21:50:08.004825Z,1623207316.548000,1623207215.110000,101.438000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,109.680212,2023-11-10T21:50:09.680212Z,1623207072.065000,1623206984.953000,87.112000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,111.355224,2023-11-10T21:50:11.355224Z,1623206827.268000,1623206741.073000,86.195000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,113.030207,2023-11-10T21:50:13.030207Z,1623206582.439000,1623206507.905000,74.534000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,114.705335,2023-11-10T21:50:14.705335Z,1623206337.705000,1623206273.308000,64.397000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,116.379654,2023-11-10T21:50:16.379654Z,1623206092.402000,1623206024.822000,67.580000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,118.054897,2023-11-10T21:50:18.054897Z,1623205847.777000,1623205787.332000,60.445000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
8493026,42803,3299,2023-11-10T21:48:20Z,119.729678,2023-11-10T21:50:19.729678Z,1623205602.853000,1623205535.870000,66.983000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8493026\residuals_rffit.dat
