observation_id,norad_id,station_id,start_utc,t_rel_s,t_abs_utc,f_obs_hz,f_geo_fit_hz,residual_hz,source_physical_csv,source_residual_file
8707816,42803,3299,2023-12-14T03:11:04Z,24.613619,2023-12-14T03:11:28.613619Z,1623206538.772000,1623206461.944000,76.828000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,25.095185,2023-12-14T03:11:29.095185Z,1623206481.359000,1623206402.159000,79.200000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,25.594272,2023-12-14T03:11:29.594272Z,1623206421.885000,1623206352.271000,69.614000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,26.539934,2023-12-14T03:11:30.539934Z,1623206309.261000,1623206242.246000,67.015000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,27.590535,2023-12-14T03:11:31.590535Z,1623206183.773000,1623206111.777000,71.996000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,28.646292,2023-12-14T03:11:32.646292Z,1623206071.484000,1623205990.929000,80.555000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,29.696893,2023-12-14T03:11:33.696893Z,1623205945.990000,1623205869.669000,76.321000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,30.747339,2023-12-14T03:11:34.747339Z,1623205820.035000,1623205748.009000,72.026000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,31.798026,2023-12-14T03:11:35.798026Z,1623205694.792000,1623205625.964000,68.828000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,32.848593,2023-12-14T03:11:36.848593Z,1623205569.200000,1623205503.518000,65.682000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,33.893572,2023-12-14T03:11:37.893572Z,1623205429.309000,1623205380.687000,48.622000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,34.944052,2023-12-14T03:11:38.944052Z,1623205303.465000,1623205247.182000,56.283000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,35.994412,2023-12-14T03:11:39.994412Z,1623205177.352000,1623205123.540000,53.812000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,37.044599,2023-12-14T03:11:41.044599Z,1623205050.797000,1623204999.521000,51.276000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,38.094941,2023-12-14T03:11:42.094941Z,1623204924.666000,1623204875.123000,49.543000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,39.145508,2023-12-14T03:11:43.145508Z,1623204799.024000,1623204750.361000,48.663000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,40.195626,2023-12-14T03:11:44.195626Z,1623204672.297000,1623204625.212000,47.085000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,41.246262,2023-12-14T03:11:45.246262Z,1623204546.851000,1623204489.233000,57.618000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,42.191665,2023-12-14T03:11:46.191665Z,1623204433.567000,1623204373.834000,59.733000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,42.690683,2023-12-14T03:11:46.690683Z,1623204373.865000,1623204321.286000,52.579000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,43.172024,2023-12-14T03:11:47.172024Z,1623204315.921000,1623204258.135000,57.786000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,46.104722,2023-12-14T03:11:50.104722Z,1623203951.821000,1623203898.636000,53.185000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,46.603982,2023-12-14T03:11:50.603982Z,1623203888.914000,1623203834.906000,54.008000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,47.549661,2023-12-14T03:11:51.549661Z,1623203769.030000,1623203717.836000,51.194000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,48.600262,2023-12-14T03:11:52.600262Z,1623203635.449000,1623203589.798000,45.651000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,49.650760,2023-12-14T03:11:53.650760Z,1623203501.561000,1623203461.426000,40.135000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,50.701154,2023-12-14T03:11:54.701154Z,1623203367.474000,1623203332.721000,34.753000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,51.751461,2023-12-14T03:11:55.751461Z,1623203233.240000,1623203203.681000,29.559000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,52.807771,2023-12-14T03:11:56.807771Z,1623203113.376000,1623203074.320000,39.056000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,53.858596,2023-12-14T03:11:57.858596Z,1623202980.329000,1623202933.816000,46.513000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,54.909473,2023-12-14T03:11:58.909473Z,1623202847.394000,1623202803.801000,43.593000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,55.965955,2023-12-14T03:11:59.965955Z,1623202727.968000,1623202673.457000,54.511000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,57.016728,2023-12-14T03:12:01.016728Z,1623202594.730000,1623202542.813000,51.917000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,58.061276,2023-12-14T03:12:02.061276Z,1623202446.668000,1623202411.862000,34.806000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,59.111687,2023-12-14T03:12:03.111687Z,1623202312.588000,1623202280.615000,31.973000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,60.161961,2023-12-14T03:12:04.161961Z,1623202178.181000,1623202138.103000,40.078000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,61.206629,2023-12-14T03:12:05.206629Z,1623202030.335000,1623202006.251000,24.084000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,62.256696,2023-12-14T03:12:06.256696Z,1623201895.488000,1623201874.103000,21.385000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,63.202151,2023-12-14T03:12:07.202151Z,1623201775.008000,1623201752.730000,22.278000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,63.701031,2023-12-14T03:12:07.701031Z,1623201711.207000,1623201697.484000,13.723000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,64.182303,2023-12-14T03:12:08.182303Z,1623201649.350000,1623201631.127000,18.223000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,67.115639,2023-12-14T03:12:11.115639Z,1623201269.911000,1623201253.826000,16.085000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,67.614554,2023-12-14T03:12:11.614554Z,1623201203.997000,1623201187.021000,16.976000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,68.560164,2023-12-14T03:12:12.560164Z,1623201079.848000,1623201064.391000,15.457000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,69.610938,2023-12-14T03:12:13.610938Z,1623200942.123000,1623200930.375000,11.748000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,70.661556,2023-12-14T03:12:14.661556Z,1623200804.013000,1623200796.113000,7.900000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,71.717986,2023-12-14T03:12:15.717986Z,1623200679.442000,1623200661.604000,17.838000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,72.774502,2023-12-14T03:12:16.774502Z,1623200555.070000,1623200526.859000,28.211000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,73.825000,2023-12-14T03:12:17.825000Z,1623200416.681000,1623200380.631000,36.050000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,74.875368,2023-12-14T03:12:18.875368Z,1623200278.006000,1623200245.409000,32.597000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,75.925417,2023-12-14T03:12:19.925417Z,1623200138.574000,1623200109.981000,28.593000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,76.969887,2023-12-14T03:12:20.969887Z,1623199986.175000,1623199974.331000,11.844000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,78.014392,2023-12-14T03:12:22.014392Z,1623199833.833000,1623199838.471000,-4.638000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,79.064855,2023-12-14T03:12:23.064855Z,1623199695.375000,1623199702.416000,-7.041000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,80.115292,2023-12-14T03:12:24.115292Z,1623199556.833000,1623199566.155000,-9.322000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,81.165842,2023-12-14T03:12:25.165842Z,1623199418.566000,1623199418.319000,0.247000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,82.216270,2023-12-14T03:12:26.216270Z,1623199280.075000,1623199281.664000,-1.589000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,83.266984,2023-12-14T03:12:27.266984Z,1623199142.192000,1623199144.836000,-2.644000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,84.212516,2023-12-14T03:12:28.212516Z,1623199017.822000,1623199019.253000,-1.431000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,84.711586,2023-12-14T03:12:28.711586Z,1623198952.294000,1623198950.694000,1.600000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,85.193264,2023-12-14T03:12:29.193264Z,1623198889.344000,1623198893.524000,-4.180000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,88.136973,2023-12-14T03:12:32.136973Z,1623198524.659000,1623198504.053000,20.606000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,88.633560,2023-12-14T03:12:32.633560Z,1623198452.364000,1623198435.200000,17.164000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,89.575807,2023-12-14T03:12:33.575807Z,1623198318.495000,1623198308.861000,9.634000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,90.620251,2023-12-14T03:12:34.620251Z,1623198163.995000,1623198170.909000,-6.914000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,91.670895,2023-12-14T03:12:35.670895Z,1623198023.695000,1623198032.822000,-9.127000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,92.721453,2023-12-14T03:12:36.721453Z,1623197883.228000,1623197894.609000,-11.381000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,93.772002,2023-12-14T03:12:37.772002Z,1623197742.691000,1623197744.743000,-2.052000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,94.822603,2023-12-14T03:12:38.822603Z,1623197602.291000,1623197606.279000,-3.988000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
8707816,42803,3299,2023-12-14T03:11:04Z,95.873015,2023-12-14T03:12:39.873015Z,1623197461.506000,1623197467.699000,-6.193000,,\\wsl.localhost\Ubuntu\home\asus\strf\bridge\out\8707816\residuals_rffit.dat
