OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-35022,2025-192F,2026-03-08T02:54:41.999962,15.31013800,.0001178,53.1586,239.5990,95.2366,301.0608,0,C,65409,67,1,.68754E-3,.2094E-3,0,0.473,SpaceX-E
STARLINK-35022,2025-192F,2026-03-08T10:05:42.000000,15.31001313,.0001294,53.1584,238.2070,96.1748,150.7250,0,C,65409,67,1,.20812E-4,.63321E-5,0,0.406,SpaceX-E
STARLINK-35022,2025-192F,2026-03-08T17:48:42.000019,15.31104837,.0000934,53.1583,236.7119,83.1763,136.8175,0,C,65409,67,1,-.11225E-2,-.34225E-3,0,1.146,SpaceX-E
STARLINK-35022,2025-192F,2026-03-09T01:52:42.000010,15.31094525,.000097,53.1581,235.1487,77.8875,195.7394,0,C,65409,68,1,-.22496E-2,-.68498E-3,0,0.533,SpaceX-E
STARLINK-35022,2025-192F,2026-03-09T10:05:42.000000,15.30996625,.0000995,53.1580,233.5564,69.3374,292.4152,0,C,65409,68,1,.38928E-3,.11847E-3,0,0.295,SpaceX-E
STARLINK-35022,2025-192F,2026-03-09T17:37:42.000010,15.31036149,.0001026,53.1579,232.0966,71.3801,221.3731,0,C,65409,68,1,-.22831E-3,-.69524E-4,0,0.551,SpaceX-E
STARLINK-35022,2025-192F,2026-03-10T10:09:42.000019,15.30992773,.0001004,53.1578,228.8928,77.2337,54.5953,0,C,65409,69,1,.63791E-3,.19415E-3,0,0.267,SpaceX-E
STARLINK-35022,2025-192F,2026-03-11T02:10:42.000010,15.31037610,.0000948,53.1578,225.7892,80.8721,131.2744,0,C,65409,70,1,-.52413E-3,-.15957E-3,0,0.321,SpaceX-E
STARLINK-35022,2025-192F,2026-03-11T09:53:42.000029,15.31034021,.0000939,53.1578,224.2938,87.4701,97.8513,0,C,65409,70,1,-.46362E-3,-.14114E-3,0,0.296,SpaceX-E
STARLINK-35022,2025-192F,2026-03-11T20:30:42.000019,15.31027405,.0000992,53.1579,222.2364,87.8810,16.9857,0,C,65409,70,1,-.28908E-3,-.87999E-4,0,0.301,SpaceX-E
STARLINK-35022,2025-192F,2026-03-12T02:15:41.999990,15.30976224,.0000811,53.1580,221.1221,72.3790,273.7551,0,C,65409,71,1,-.25068E-3,-.76193E-4,0,0.730,SpaceX-E
STARLINK-35022,2025-192F,2026-03-12T10:06:41.999962,15.30917537,.0000864,53.1581,219.6010,66.1823,283.7000,0,C,65409,71,1,.26566E-2,.80818E-3,0,0.417,SpaceX-E
STARLINK-35022,2025-192F,2026-03-12T16:02:42.000029,15.30959850,.0000904,53.1582,218.4513,58.6277,214.5538,0,C,65409,71,1,.23483E-2,.71512E-3,0,0.443,SpaceX-E
STARLINK-35022,2025-192F,2026-03-13T01:53:41.999971,15.31021007,.0000945,53.1584,216.5427,56.8013,319.6665,0,C,65409,72,1,.48167E-3,.1467E-3,0,0.268,SpaceX-E
STARLINK-35022,2025-192F,2026-03-13T10:07:42.000010,15.31042217,.0000981,53.1585,214.9471,53.7359,54.6083,0,C,65409,72,1,.8415E-3,.25656E-3,0,0.268,SpaceX-E
STARLINK-35022,2025-192F,2026-03-13T21:23:41.999971,15.31084191,.0000929,53.1587,212.7639,62.0490,115.2122,0,C,65409,72,1,-.78649E-3,-.23973E-3,0,0.442,SpaceX-E
STARLINK-35022,2025-192F,2026-03-14T02:45:41.999962,15.31071012,.0000921,53.1589,211.7238,65.0063,265.4621,0,C,65409,73,1,-.88563E-3,-.26981E-3,0,0.390,SpaceX-E
STARLINK-35022,2025-192F,2026-03-14T11:01:42.000010,15.31071498,.0000996,53.1591,210.1217,72.0592,357.9899,0,C,65409,73,1,-.8988E-3,-.27382E-3,0,0.409,SpaceX-E
STARLINK-35022,2025-192F,2026-03-14T18:59:41.999971,15.31019026,.0001041,53.1593,208.5779,77.4154,23.2914,0,C,65409,73,1,.89764E-4,.27328E-4,0,0.339,SpaceX-E
